image,pred,gt,n_raw,dropped_border,duplicates_removed,n_tiles,latency_infer_ms,latency_merge_ms,session,arm
20150919_174151_image676.png,26,75,26,0,0,1,13.617200214415789,0.9355000220239162,20150919_174151,A_full640
20150919_174151_image71.png,20,101,20,0,0,1,13.854300258681178,0.6403999868780375,20150919_174151,A_full640
20150919_174151_image736.png,6,66,6,0,0,1,21.32550053484738,0.32190000638365746,20150919_174151,A_full640
20150919_174151_image741.png,2,62,2,0,0,1,13.10339963529259,0.11760002234950662,20150919_174151,A_full640
20150919_174151_image76.png,17,104,18,0,1,1,15.324199579656124,0.5640999879688025,20150919_174151,A_full640
20150919_174151_image806.png,4,65,4,0,0,1,12.725100141949952,0.25969999842345715,20150919_174151,A_full640
20150919_174151_image81.png,10,96,10,0,0,1,15.520599538460374,0.3858000272884965,20150919_174151,A_full640
20150919_174151_image856.png,7,86,7,0,0,1,14.381399749778211,0.2578999847173691,20150919_174151,A_full640
20150919_174151_image86.png,8,101,8,0,0,1,14.38400029297918,0.3244999679736793,20150919_174151,A_full640
20150919_174151_image91.png,10,105,10,0,0,1,13.814400183036923,0.23290002718567848,20150919_174151,A_full640
20150919_174151_image96.png,9,101,10,0,1,1,13.82539957202971,0.22710004122927785,20150919_174151,A_full640
20150919_174730_image1.png,23,33,26,0,3,1,13.210399551317096,0.5487999878823757,20150919_174730,A_full640
20150919_174730_image101.png,2,8,3,0,1,1,13.440600458532572,0.07569999434053898,20150919_174730,A_full640
20150919_174730_image1046.png,33,88,34,0,1,1,14.24770007096231,0.785200041718781,20150919_174730,A_full640
20150919_174730_image106.png,3,6,3,0,0,1,13.569900415837765,0.13640004908666015,20150919_174730,A_full640
20150919_174730_image11.png,22,31,22,0,0,1,14.206399820744991,0.7000000332482159,20150919_174730,A_full640
20150919_174730_image111.png,3,8,3,0,0,1,22.340500726364553,0.1598999951966107,20150919_174730,A_full640
20150919_174730_image1146.png,41,107,42,0,1,1,13.6675995728001,1.4088000170886517,20150919_174730,A_full640
20150919_174730_image116.png,2,8,2,0,0,1,12.756199604831636,0.11160003487020731,20150919_174730,A_full640
20150919_174730_image121.png,5,8,5,0,0,1,13.314599623903632,0.1542000100016594,20150919_174730,A_full640
20150919_174730_image126.png,2,9,2,0,0,1,15.671499894931912,0.10160001693293452,20150919_174730,A_full640
20150919_174730_image131.png,2,10,2,0,0,1,13.628399895504117,0.17370004206895828,20150919_174730,A_full640
20150919_174730_image1331.png,53,82,53,0,0,1,15.32180014345795,1.5106999780982733,20150919_174730,A_full640
20150919_174730_image136.png,4,11,4,0,0,1,13.207399558275938,0.18229999113827944,20150919_174730,A_full640
20150919_174730_image141.png,7,12,7,0,0,1,13.21259968727827,0.24449999909847975,20150919_174730,A_full640
20150919_174730_image146.png,8,12,8,0,0,1,14.666399613954127,0.21329999435693026,20150919_174730,A_full640
20150919_174730_image151.png,7,14,7,0,0,1,12.910099734552205,0.19650004105642438,20150919_174730,A_full640
20150919_174730_image156.png,7,11,8,0,1,1,16.599199632182717,0.18229999113827944,20150919_174730,A_full640
20150919_174730_image16.png,20,30,21,0,1,1,14.235699691809714,0.5218000151216984,20150919_174730,A_full640
20150919_174730_image161.png,4,11,4,0,0,1,17.19799972232431,0.20949996542185545,20150919_174730,A_full640
20150919_174730_image166.png,8,10,8,0,0,1,14.446299734525383,0.21930004004389048,20150919_174730,A_full640
20150919_174730_image171.png,6,9,6,0,0,1,16.049699281342328,0.2025999710895121,20150919_174730,A_full640
20150919_174730_image176.png,4,9,4,0,0,1,14.035099742934108,0.10320002911612391,20150919_174730,A_full640
20150919_174730_image181.png,4,8,4,0,0,1,13.109600117430091,0.10629999451339245,20150919_174730,A_full640
20150919_174730_image186.png,4,7,4,0,0,1,18.214499406516552,0.10920001659542322,20150919_174730,A_full640
20150919_174730_image191.png,4,8,4,0,0,1,14.058099806308746,0.1270999782718718,20150919_174730,A_full640
20150919_174730_image196.png,4,7,4,0,0,1,14.96530005801469,0.16110000433400273,20150919_174730,A_full640
20150919_174730_image201.png,3,7,3,0,0,1,14.060100045055151,0.07270002970471978,20150919_174730,A_full640
20150919_174730_image206.png,2,7,2,0,0,1,14.297999555245042,0.05089998012408614,20150919_174730,A_full640
20150919_174730_image21.png,23,29,23,0,0,1,14.37250006571412,1.0877999593503773,20150919_174730,A_full640
20150919_174730_image211.png,3,9,3,0,0,1,14.310999630019069,0.1066999975591898,20150919_174730,A_full640
20150919_174730_image216.png,2,6,2,0,0,1,13.872500356286764,0.05169998621568084,20150919_174730,A_full640
20150919_174730_image221.png,2,6,2,0,0,1,14.456300098448992,0.04799995804205537,20150919_174730,A_full640
20150919_174730_image226.png,1,6,1,0,0,1,13.813100456260145,0.03809999907389283,20150919_174730,A_full640
20150919_174730_image231.png,1,4,1,0,0,1,13.745499632321298,0.031200004741549492,20150919_174730,A_full640
20150919_174730_image236.png,1,3,1,0,0,1,14.80640020687133,0.026600027922540903,20150919_174730,A_full640
20150919_174730_image241.png,0,2,0,0,0,1,14.459199538454413,0.01939997309818864,20150919_174730,A_full640
20150919_174730_image246.png,0,1,0,0,0,1,14.496900191530585,0.017300015315413475,20150919_174730,A_full640
20150919_174730_image251.png,0,1,0,0,0,1,15.16280001681298,0.016400008462369442,20150919_174730,A_full640
20150919_174730_image256.png,0,5,0,0,0,1,13.270499799400568,0.016600009985268116,20150919_174730,A_full640
20150919_174730_image26.png,14,30,14,0,0,1,13.736500250175595,0.38430001586675644,20150919_174730,A_full640
20150919_174730_image261.png,0,7,0,0,0,1,15.38300041668117,0.04650000482797623,20150919_174730,A_full640
20150919_174730_image266.png,0,14,0,0,0,1,13.044100124388933,0.02929999027401209,20150919_174730,A_full640
20150919_174730_image271.png,1,17,1,0,0,1,13.657999645918608,0.05719996988773346,20150919_174730,A_full640
20150919_174730_image276.png,1,14,1,0,0,1,19.70690025947988,0.11779996566474438,20150919_174730,A_full640
20150919_174730_image286.png,2,16,2,0,0,1,14.286000019870698,0.2582999877631664,20150919_174730,A_full640
20150919_174730_image296.png,3,20,3,0,0,1,15.107500106096268,0.13669999316334724,20150919_174730,A_full640
20150919_174730_image301.png,10,23,10,0,0,1,13.906300034373999,0.40530000114813447,20150919_174730,A_full640
20150919_174730_image306.png,7,24,7,0,0,1,14.311700453981757,0.23100001271814108,20150919_174730,A_full640
20150919_174730_image31.png,12,21,12,0,0,1,14.70879994891584,0.8838999783620238,20150919_174730,A_full640
20150919_174730_image321.png,8,32,9,0,1,1,13.591099675744772,0.3846999607048929,20150919_174730,A_full640
20150919_174730_image331.png,9,35,9,0,0,1,14.4503003815189,0.3161000204272568,20150919_174730,A_full640
20150919_174730_image341.png,10,36,10,0,0,1,13.209199926815927,0.41769997915253043,20150919_174730,A_full640
20150919_174730_image351.png,8,34,9,0,1,1,13.010400000028312,0.5435000057332218,20150919_174730,A_full640
20150919_174730_image356.png,9,40,9,0,0,1,21.029700460843742,0.2893999917432666,20150919_174730,A_full640
20150919_174730_image36.png,10,17,10,0,0,1,15.599599876441061,0.2677000011317432,20150919_174730,A_full640
20150919_174730_image376.png,15,39,15,0,0,1,13.711000202223659,0.5456999642774463,20150919_174730,A_full640
20150919_174730_image386.png,16,56,16,0,0,1,13.848099594935775,0.5728999967686832,20150919_174730,A_full640
20150919_174730_image396.png,16,47,17,0,1,1,14.742300215177238,0.6510000093840063,20150919_174730,A_full640
20150919_174730_image41.png,7,16,8,0,1,1,14.447199716232717,0.25179999647662044,20150919_174730,A_full640
20150919_174730_image411.png,16,48,16,0,0,1,13.435500174760818,0.4487999831326306,20150919_174730,A_full640
20150919_174730_image426.png,15,47,15,0,0,1,16.45030081178993,0.5074000218883157,20150919_174730,A_full640
20150919_174730_image436.png,22,45,23,0,1,1,12.914400150999427,0.8493000059388578,20150919_174730,A_full640
20150919_174730_image441.png,19,49,19,0,0,1,14.817800281569362,0.5931000341661274,20150919_174730,A_full640
20150919_174730_image456.png,21,35,21,0,0,1,17.138900521211326,1.8151000258512795,20150919_174730,A_full640
20150919_174730_image46.png,5,12,5,0,0,1,13.076300267130136,0.16360002337023616,20150919_174730,A_full640
20150919_174730_image471.png,24,51,26,0,2,1,14.887400154024363,0.9157999884337187,20150919_174730,A_full640
20150919_174730_image486.png,15,51,15,0,0,1,13.633300270885229,0.5094999796710908,20150919_174730,A_full640
20150919_174730_image491.png,25,66,26,0,1,1,23.59259967505932,0.8721999474801123,20150919_174730,A_full640
20150919_174730_image496.png,29,56,31,0,2,1,22.170599386096,1.0999999940395355,20150919_174730,A_full640
20150919_174730_image506.png,34,68,35,0,1,1,13.228400323539972,1.6246999730356038,20150919_174730,A_full640
20150919_174730_image51.png,5,11,5,0,0,1,16.179200624115765,0.44729997171089053,20150919_174730,A_full640
20150919_174730_image521.png,44,70,44,0,0,1,14.3683996880427,1.533699978608638,20150919_174730,A_full640
20150919_174730_image536.png,37,77,37,0,0,1,14.519199708476663,1.3581999810412526,20150919_174730,A_full640
20150919_174730_image551.png,44,78,44,0,0,1,15.076500268653035,2.4135999847203493,20150919_174730,A_full640
20150919_174730_image56.png,2,5,2,0,0,1,14.532299763523042,0.152299995534122,20150919_174730,A_full640
20150919_174730_image566.png,48,76,49,0,1,1,18.137500817887485,2.4161000037565827,20150919_174730,A_full640
20150919_174730_image581.png,49,79,49,0,0,1,13.883499732241035,2.0871000015176833,20150919_174730,A_full640
20150919_174730_image596.png,51,69,51,0,0,1,13.394599691033363,1.6025000368244946,20150919_174730,A_full640
20150919_174730_image6.png,21,36,22,0,1,1,14.753299751318991,0.9341000113636255,20150919_174730,A_full640
20150919_174730_image61.png,3,4,3,0,0,1,17.219599635340273,0.18259999342262745,20150919_174730,A_full640
20150919_174730_image611.png,44,62,47,0,3,1,13.283300016075373,1.6050999984145164,20150919_174730,A_full640
20150919_174730_image631.png,23,50,24,0,1,1,15.524700367823243,0.7420999463647604,20150919_174730,A_full640
20150919_174730_image646.png,18,44,19,0,1,1,13.57539957202971,0.5713999853469431,20150919_174730,A_full640
20150919_174730_image66.png,4,7,4,0,0,1,15.828999971039593,0.18560001626610756,20150919_174730,A_full640
20150919_174730_image666.png,23,54,23,0,0,1,13.471300315111876,1.07709999429062,20150919_174730,A_full640
20150919_174730_image681.png,29,65,29,0,0,1,13.540999749675393,1.123199996072799,20150919_174730,A_full640
20150919_174730_image701.png,33,77,34,0,1,1,15.660299887880683,1.0534999892115593,20150919_174730,A_full640
20150919_174730_image71.png,3,5,4,0,1,1,13.664600161835551,0.16070000128820539,20150919_174730,A_full640
20150919_174730_image736.png,37,76,39,0,2,1,14.801499577239156,1.0663000284694135,20150919_174730,A_full640
20150919_174730_image76.png,2,4,2,0,0,1,13.80879978183657,0.09970000246539712,20150919_174730,A_full640
20150919_174730_image761.png,41,74,42,0,1,1,14.10380027629435,1.3504999806173146,20150919_174730,A_full640
20150919_174730_image786.png,31,51,33,0,2,1,13.46490032505244,0.9809000184759498,20150919_174730,A_full640
20150919_174730_image81.png,1,4,1,0,0,1,13.652900202199817,0.06649998249486089,20150919_174730,A_full640
20150919_174730_image811.png,26,54,26,0,0,1,15.752000433392823,1.4312000130303204,20150919_174730,A_full640
20150919_174730_image86.png,4,5,4,0,0,1,13.296500109136105,0.21660001948475838,20150919_174730,A_full640
20150919_174730_image861.png,34,74,35,0,1,1,14.515600386075675,1.4518999960273504,20150919_174730,A_full640
20150919_174730_image91.png,3,7,3,0,0,1,15.429399536922574,0.09889999637380242,20150919_174730,A_full640
20150919_174730_image911.png,26,72,26,0,0,1,13.797199574299157,0.658600009046495,20150919_174730,A_full640
20150919_174730_image96.png,3,7,4,0,1,1,13.18119992222637,0.11350004933774471,20150919_174730,A_full640
20150919_174730_image961.png,34,113,35,0,1,1,14.09410034865141,1.1829999857582152,20150919_174730,A_full640
20150921_131234_image1.png,61,72,69,0,8,1,15.02629991993308,2.188700018450618,20150921_131234,A_full640
20150921_131234_image11.png,62,75,74,0,12,1,13.68529991991818,2.1936999983154237,20150921_131234,A_full640
20150921_131234_image16.png,62,71,68,0,6,1,13.843100315891206,2.326199959497899,20150921_131234,A_full640
20150921_131234_image201.png,53,43,57,0,4,1,13.931899649091065,2.826400042977184,20150921_131234,A_full640
20150921_131234_image206.png,51,40,56,0,5,1,13.865300228819251,1.999800035264343,20150921_131234,A_full640
20150921_131234_image21.png,61,68,63,0,2,1,16.124200850725174,1.9391999812796712,20150921_131234,A_full640
20150921_131234_image216.png,49,51,52,0,3,1,15.381000308319926,1.8277000053785741,20150921_131234,A_full640
20150921_131234_image221.png,50,49,54,0,4,1,15.131899593397975,1.852500019595027,20150921_131234,A_full640
20150921_131234_image231.png,52,58,56,0,4,1,15.578699698671699,3.0757999629713595,20150921_131234,A_full640
20150921_131234_image236.png,38,40,39,0,1,1,13.983300390653312,1.3083000085316598,20150921_131234,A_full640
20150921_131234_image26.png,69,68,75,0,6,1,14.865199705585837,2.1015999955125153,20150921_131234,A_full640
20150921_131234_image286.png,64,60,69,0,5,1,16.182200064882636,1.7106999875977635,20150921_131234,A_full640
20150921_131234_image306.png,59,67,66,0,7,1,14.505299754440784,1.96610001148656,20150921_131234,A_full640
20150921_131234_image31.png,66,74,75,0,9,1,21.52760076150298,3.182400017976761,20150921_131234,A_full640
20150921_131234_image341.png,59,64,66,0,7,1,17.28630071412772,3.0866999877616763,20150921_131234,A_full640
20150921_131234_image36.png,73,72,82,0,9,1,15.10400028526783,3.1891000107862055,20150921_131234,A_full640
20150921_131234_image361.png,48,48,51,0,3,1,14.354900263249874,2.156500006094575,20150921_131234,A_full640
20150921_131234_image366.png,49,45,55,0,6,1,15.634199602529407,1.936799963004887,20150921_131234,A_full640
20150921_131234_image401.png,50,56,55,0,5,1,19.928300093859434,2.26829998428002,20150921_131234,A_full640
20150921_131234_image406.png,51,53,52,0,1,1,14.311100449413061,3.3464000443927944,20150921_131234,A_full640
20150921_131234_image41.png,76,73,84,0,8,1,17.324999442324042,2.3769999970681965,20150921_131234,A_full640
20150921_131234_image416.png,55,51,60,0,5,1,16.926200926303864,4.057999991346151,20150921_131234,A_full640
20150921_131234_image451.png,52,61,55,0,3,1,17.396399409510195,1.7655999981798232,20150921_131234,A_full640
20150921_131234_image456.png,50,65,54,0,4,1,14.08680035173893,2.228699973784387,20150921_131234,A_full640
20150921_131234_image461.png,52,60,56,0,4,1,14.049100357107818,2.042600011918694,20150921_131234,A_full640
20150921_131234_image476.png,61,63,63,0,2,1,20.0732999779284,2.8959999908693135,20150921_131234,A_full640
20150921_131234_image481.png,47,55,50,0,3,1,14.364400218240917,1.705800008494407,20150921_131234,A_full640
20150921_131234_image486.png,42,49,44,0,2,1,15.033099621534348,1.553800015244633,20150921_131234,A_full640
20150921_131234_image536.png,16,18,18,0,2,1,15.74620005954057,0.6190999993123114,20150921_131234,A_full640
20150921_131234_image541.png,12,13,13,0,1,1,22.53270017169416,0.3761000116355717,20150921_131234,A_full640
20150921_131234_image546.png,12,10,12,0,0,1,15.144800106063485,0.3261000383645296,20150921_131234,A_full640
20150921_131234_image551.png,8,10,9,0,1,1,14.82690024189651,0.21949998335912824,20150921_131234,A_full640
20150921_131234_image556.png,12,9,12,0,0,1,14.835699533112347,0.3008000203408301,20150921_131234,A_full640
20150921_131234_image56.png,32,37,35,0,3,1,13.841499771922827,1.014699984807521,20150921_131234,A_full640
20150921_131234_image561.png,9,8,9,0,0,1,14.362499815411866,0.31670002499595284,20150921_131234,A_full640
20150921_131234_image566.png,10,7,10,0,0,1,14.367299949750304,0.2856999635696411,20150921_131234,A_full640
20150921_131234_image571.png,11,14,13,0,2,1,14.384999739006162,1.0955000179819763,20150921_131234,A_full640
20150921_131234_image576.png,12,15,12,0,0,1,17.346200466156006,0.40339998668059707,20150921_131234,A_full640
20150921_131234_image581.png,10,12,11,0,1,1,15.008199885487556,0.48340001376345754,20150921_131234,A_full640
20150921_131234_image586.png,9,10,10,0,1,1,14.690100437961519,0.6759999669156969,20150921_131234,A_full640
20150921_131234_image591.png,8,10,9,0,1,1,14.436799935996532,0.36399997770786285,20150921_131234,A_full640
20150921_131234_image596.png,12,13,13,0,1,1,14.395299958065152,0.47109997831285,20150921_131234,A_full640
20150921_131234_image6.png,65,67,68,0,3,1,16.69240059517324,2.9485999839380383,20150921_131234,A_full640
20150921_131234_image61.png,27,28,32,0,5,1,15.571800286881626,3.1565999961458147,20150921_131234,A_full640
20150921_131234_image626.png,7,10,7,0,0,1,14.320699747651815,0.813300022855401,20150921_131234,A_full640
20150921_131234_image631.png,8,11,9,0,1,1,36.98539903946221,0.7245999877341092,20150921_131234,A_full640
20150921_131234_image636.png,7,8,10,0,3,1,16.107299357652664,0.5021000397391617,20150921_131234,A_full640
20150921_131234_image641.png,7,10,8,0,1,1,14.940199755132198,0.8339000050909817,20150921_131234,A_full640
20150921_131234_image646.png,9,10,10,0,1,1,14.899099675007164,0.7909000269137323,20150921_131234,A_full640
20150921_131234_image651.png,9,11,9,0,0,1,16.39230076223612,0.6580999470315874,20150921_131234,A_full640
20150921_131234_image656.png,9,9,10,0,1,1,20.35350039601326,0.629299960564822,20150921_131234,A_full640
20150921_131234_image66.png,27,23,29,0,2,1,14.904299639165401,1.038899994455278,20150921_131234,A_full640
20150921_131234_image661.png,4,6,4,0,0,1,16.263799713924527,0.3540999605320394,20150921_131234,A_full640
20150921_131234_image666.png,10,8,11,0,1,1,14.620500189252198,0.4456000169739127,20150921_131234,A_full640
20150921_131234_image676.png,10,11,11,0,1,1,17.39830075763166,0.47990004532039165,20150921_131234,A_full640
20150921_131234_image681.png,7,9,8,0,1,1,14.912600428797305,0.4020999767817557,20150921_131234,A_full640
20150921_131234_image686.png,6,5,6,0,0,1,15.852699887007475,0.28249999741092324,20150921_131234,A_full640
20150921_131234_image86.png,39,35,43,0,4,1,18.400399141013622,1.5013000229373574,20150921_131234,A_full640
20150921_131234_image91.png,38,56,41,0,3,1,14.071199730038643,1.3501000357791781,20150921_131234,A_full640
20150921_131346_image1.png,80,67,88,0,8,1,15.309500453993678,4.641700012143701,20150921_131346,A_full640
20150921_131346_image1001.png,18,4,19,0,1,1,14.528100473806262,0.6976000149734318,20150921_131346,A_full640
20150921_131346_image1006.png,13,4,13,0,0,1,14.265299696475267,0.3774000215344131,20150921_131346,A_full640
20150921_131346_image1011.png,12,4,13,0,1,1,15.391099849715829,0.5323000368662179,20150921_131346,A_full640
20150921_131346_image1016.png,17,4,18,0,1,1,14.445500285364687,0.5387999699451029,20150921_131346,A_full640
20150921_131346_image1021.png,16,5,21,0,5,1,15.988999703899026,0.48510002670809627,20150921_131346,A_full640
20150921_131346_image1026.png,17,4,19,0,2,1,13.907899776473641,0.5781999789178371,20150921_131346,A_full640
20150921_131346_image1031.png,14,3,14,0,0,1,15.379199771210551,0.9772999910637736,20150921_131346,A_full640
20150921_131346_image1036.png,17,4,19,0,2,1,16.83279913943261,0.7615000358782709,20150921_131346,A_full640
20150921_131346_image1041.png,17,4,19,0,2,1,14.89679996483028,0.9270000155083835,20150921_131346,A_full640
20150921_131346_image1046.png,16,4,18,0,2,1,16.0026997551322,0.8610999793745577,20150921_131346,A_full640
20150921_131346_image1051.png,10,3,11,0,1,1,14.894799819216132,0.374399998690933,20150921_131346,A_full640
20150921_131346_image1056.png,13,4,17,0,4,1,14.560799636878073,0.6560999900102615,20150921_131346,A_full640
20150921_131346_image1061.png,16,4,16,0,0,1,13.703799961134791,0.775999971665442,20150921_131346,A_full640
20150921_131346_image1066.png,12,5,12,0,0,1,14.601100301370025,0.7514000171795487,20150921_131346,A_full640
20150921_131346_image1071.png,15,5,16,0,1,1,13.143599953502417,1.270500011742115,20150921_131346,A_full640
20150921_131346_image1081.png,18,3,22,0,4,1,14.119999809190631,1.313400047365576,20150921_131346,A_full640
20150921_131346_image11.png,79,59,90,0,11,1,14.035299634560943,5.65959996310994,20150921_131346,A_full640
20150921_131346_image1121.png,25,14,29,0,4,1,13.27749964222312,1.3491000281646848,20150921_131346,A_full640
20150921_131346_image1126.png,30,14,34,0,4,1,14.881700030528009,1.6057000029832125,20150921_131346,A_full640
20150921_131346_image1131.png,25,13,29,0,4,1,15.944200148805976,0.8227999787777662,20150921_131346,A_full640
20150921_131346_image1136.png,21,14,27,0,6,1,14.92639983445406,1.0372999822720885,20150921_131346,A_full640
20150921_131346_image1141.png,20,13,23,0,3,1,13.222799761220813,0.5492999916896224,20150921_131346,A_full640
20150921_131346_image1146.png,22,13,26,0,4,1,15.069200030528009,0.6632999866269529,20150921_131346,A_full640
20150921_131346_image146.png,64,50,82,0,18,1,14.1494002006948,2.52470001578331,20150921_131346,A_full640
20150921_131346_image151.png,74,67,88,0,14,1,14.237899814732373,2.3932000040076673,20150921_131346,A_full640
20150921_131346_image16.png,84,58,100,0,16,1,13.531799624674022,2.806300006341189,20150921_131346,A_full640
20150921_131346_image21.png,81,58,96,0,15,1,14.254099875688553,2.8608000138774514,20150921_131346,A_full640
20150921_131346_image211.png,66,57,74,0,8,1,13.989000223577023,2.8805999900214374,20150921_131346,A_full640
20150921_131346_image226.png,67,54,78,0,11,1,16.524300491437316,2.8151999576948583,20150921_131346,A_full640
20150921_131346_image256.png,71,43,85,0,14,1,14.224199628457427,3.678100008983165,20150921_131346,A_full640
20150921_131346_image26.png,84,57,95,0,11,1,15.261999573558569,3.1289999606087804,20150921_131346,A_full640
20150921_131346_image276.png,75,42,81,0,6,1,14.677699945867062,2.493100007995963,20150921_131346,A_full640
20150921_131346_image281.png,74,45,82,0,8,1,13.818200157955289,2.36169999698177,20150921_131346,A_full640
20150921_131346_image31.png,78,57,96,0,18,1,14.120800090022385,2.6460999506525695,20150921_131346,A_full640
20150921_131346_image311.png,78,47,90,0,12,1,14.08409996330738,2.327099966350943,20150921_131346,A_full640
20150921_131346_image316.png,83,45,102,0,19,1,14.125000447966158,4.175299953203648,20150921_131346,A_full640
