image,session,frame,n_apples,mean_value,mean_saturation
20150921_131234_image401.png,20150921_131234,401,56,93.23299407958984,108.39897918701172
20150921_131234_image406.png,20150921_131234,406,53,95.71945190429688,104.82810974121094
20150921_131234_image416.png,20150921_131234,416,51,92.35523986816406,106.15290069580078
20150921_131234_image451.png,20150921_131234,451,61,82.72154235839844,113.13357543945312
20150921_131234_image456.png,20150921_131234,456,65,82.97637939453125,110.10850524902344
20150921_131234_image461.png,20150921_131234,461,60,86.93695831298828,106.87757110595703
20150921_131234_image476.png,20150921_131234,476,63,85.51016235351562,102.19036102294922
20150921_131234_image481.png,20150921_131234,481,55,81.1899642944336,108.2623291015625
20150921_131234_image486.png,20150921_131234,486,49,81.37249755859375,103.5047378540039
20150921_131234_image536.png,20150921_131234,536,18,75.54191589355469,99.68045043945312
20150921_131234_image541.png,20150921_131234,541,13,72.64371490478516,104.04121398925781
20150921_131234_image546.png,20150921_131234,546,10,66.99724578857422,102.62706756591797
20150921_131234_image551.png,20150921_131234,551,10,69.4543685913086,99.40543365478516
20150921_131234_image556.png,20150921_131234,556,9,74.04522705078125,97.43128967285156
20150921_131234_image561.png,20150921_131234,561,8,81.21952056884766,94.76593780517578
20150921_131234_image566.png,20150921_131234,566,7,83.59809112548828,93.56816101074219
20150921_131234_image571.png,20150921_131234,571,14,91.07123565673828,92.49644470214844
20150921_131234_image576.png,20150921_131234,576,15,95.54421997070312,91.69475555419922
20150921_131234_image581.png,20150921_131234,581,12,106.35701751708984,85.54869842529297
20150921_131234_image586.png,20150921_131234,586,10,108.49581909179688,84.79743194580078
20150921_131234_image591.png,20150921_131234,591,10,109.45542907714844,82.70817565917969
20150921_131234_image596.png,20150921_131234,596,13,109.85489654541016,81.19517517089844
20150921_131234_image626.png,20150921_131234,626,10,108.15857696533203,91.3463363647461
20150921_131234_image631.png,20150921_131234,631,11,107.05450439453125,93.86228942871094
20150921_131234_image636.png,20150921_131234,636,8,107.99797058105469,94.52326965332031
20150921_131234_image641.png,20150921_131234,641,10,110.54058074951172,92.0230712890625
20150921_131234_image646.png,20150921_131234,646,10,109.11019134521484,93.7640380859375
20150921_131234_image651.png,20150921_131234,651,11,108.2245101928711,94.8021469116211
20150921_131234_image656.png,20150921_131234,656,9,108.32290649414062,94.72870635986328
20150921_131234_image661.png,20150921_131234,661,6,106.87545776367188,96.11664581298828
20150921_131234_image666.png,20150921_131234,666,8,109.77855682373047,91.95384216308594
20150921_131234_image676.png,20150921_131234,676,11,103.87350463867188,94.48128509521484
20150921_131234_image681.png,20150921_131234,681,9,103.98004913330078,97.93574523925781
20150921_131234_image686.png,20150921_131234,686,5,101.7730712890625,100.9171371459961
20150921_131346_image1.png,20150921_131346,1,67,120.2651596069336,113.70880126953125
20150921_131346_image6.png,20150921_131346,6,58,120.62838745117188,112.26724243164062
20150921_131346_image11.png,20150921_131346,11,59,119.38104248046875,111.79899597167969
20150921_131346_image16.png,20150921_131346,16,58,119.03662872314453,111.2220458984375
20150921_131346_image21.png,20150921_131346,21,58,121.33257293701172,110.37322998046875
20150921_131346_image26.png,20150921_131346,26,57,124.3578109741211,110.16901397705078
20150921_131346_image31.png,20150921_131346,31,57,124.53003692626953,113.52119445800781
20150921_131346_image36.png,20150921_131346,36,58,125.24250793457031,113.21463775634766
20150921_131346_image41.png,20150921_131346,41,60,127.38690948486328,114.05712127685547
20150921_131346_image51.png,20150921_131346,51,66,129.99636840820312,120.18712615966797
20150921_131346_image56.png,20150921_131346,56,60,130.86065673828125,121.76229095458984
20150921_131346_image81.png,20150921_131346,81,18,119.5100326538086,124.9674301147461
20150921_131346_image146.png,20150921_131346,146,50,110.70963287353516,119.82537078857422
20150921_131346_image151.png,20150921_131346,151,67,116.2297134399414,121.2610092163086
20150921_131346_image211.png,20150921_131346,211,57,98.34606170654297,120.88824462890625
20150921_131346_image226.png,20150921_131346,226,54,98.77526092529297,118.31881713867188
20150921_131346_image256.png,20150921_131346,256,43,112.47460174560547,119.34783935546875
20150921_131346_image276.png,20150921_131346,276,42,121.39469909667969,119.7489242553711
20150921_131346_image281.png,20150921_131346,281,45,116.28678131103516,122.39656066894531
20150921_131346_image311.png,20150921_131346,311,47,98.74874877929688,123.9438247680664
20150921_131346_image316.png,20150921_131346,316,45,100.88636779785156,122.01818084716797
20150921_131346_image341.png,20150921_131346,341,54,101.42748260498047,121.6871337890625
20150921_131346_image386.png,20150921_131346,386,48,114.21107482910156,108.82234191894531
20150921_131346_image406.png,20150921_131346,406,55,103.7353286743164,113.221923828125
20150921_131346_image411.png,20150921_131346,411,68,102.72148132324219,115.43791961669922
20150921_131346_image496.png,20150921_131346,496,80,105.54549407958984,110.29705047607422
20150921_131346_image541.png,20150921_131346,541,50,107.1632308959961,109.50322723388672
20150921_131346_image596.png,20150921_131346,596,25,98.94940185546875,114.50970458984375
20150921_131346_image601.png,20150921_131346,601,24,99.56522369384766,119.00836181640625
20150921_131346_image621.png,20150921_131346,621,45,91.590576171875,110.60576629638672
20150921_131346_image631.png,20150921_131346,631,65,98.3885726928711,103.67610931396484
20150921_131346_image701.png,20150921_131346,701,67,120.02928161621094,119.58562469482422
20150921_131346_image706.png,20150921_131346,706,68,120.32844543457031,118.76535034179688
20150921_131346_image711.png,20150921_131346,711,64,116.18441009521484,118.52098846435547
20150921_131346_image721.png,20150921_131346,721,70,115.62088775634766,123.80365753173828
20150921_131346_image736.png,20150921_131346,736,71,128.79090881347656,120.48320007324219
20150921_131346_image756.png,20150921_131346,756,61,100.520263671875,126.26805877685547
20150921_131346_image776.png,20150921_131346,776,59,86.41840362548828,125.43592834472656
20150921_131346_image786.png,20150921_131346,786,50,90.97911834716797,125.76734924316406
20150921_131346_image816.png,20150921_131346,816,24,95.32036590576172,113.29444122314453
20150921_131346_image821.png,20150921_131346,821,22,98.37861633300781,110.12041473388672
20150921_131346_image831.png,20150921_131346,831,23,111.09300231933594,100.27182006835938
20150921_131346_image841.png,20150921_131346,841,32,115.82817840576172,100.08415985107422
20150921_131346_image846.png,20150921_131346,846,23,115.82749938964844,100.79476928710938
20150921_131346_image851.png,20150921_131346,851,26,117.69915008544922,102.39479064941406
20150921_131346_image856.png,20150921_131346,856,23,115.3644790649414,104.73013305664062
20150921_131346_image876.png,20150921_131346,876,37,117.57138061523438,108.75694274902344
20150921_131346_image881.png,20150921_131346,881,29,113.5018310546875,111.59390258789062
20150921_131346_image891.png,20150921_131346,891,27,89.8195571899414,113.3605728149414
20150921_131346_image906.png,20150921_131346,906,24,90.4498062133789,124.26106262207031
20150921_131346_image911.png,20150921_131346,911,23,90.82534790039062,123.66350555419922
20150921_131346_image926.png,20150921_131346,926,11,92.11156463623047,111.70161437988281
20150921_131346_image931.png,20150921_131346,931,13,98.33833312988281,106.64423370361328
20150921_131346_image936.png,20150921_131346,936,7,106.05949401855469,103.70761108398438
20150921_131346_image941.png,20150921_131346,941,9,110.04507446289062,102.1316146850586
20150921_131346_image946.png,20150921_131346,946,6,111.79954528808594,100.60737609863281
20150921_131346_image951.png,20150921_131346,951,8,115.25108337402344,98.49187469482422
20150921_131346_image956.png,20150921_131346,956,7,117.73173522949219,97.8394775390625
20150921_131346_image961.png,20150921_131346,961,6,116.30590057373047,97.97207641601562
20150921_131346_image966.png,20150921_131346,966,5,115.36878204345703,97.89251708984375
20150921_131346_image971.png,20150921_131346,971,4,115.94928741455078,98.3480224609375
20150921_131346_image976.png,20150921_131346,976,5,114.93145751953125,99.92535400390625
20150921_131346_image981.png,20150921_131346,981,6,114.84201049804688,102.06613159179688
20150921_131346_image986.png,20150921_131346,986,6,116.59607696533203,102.40638732910156
20150921_131346_image991.png,20150921_131346,991,5,115.33635711669922,105.12879180908203
20150921_131346_image996.png,20150921_131346,996,5,115.96296691894531,103.71281433105469
20150921_131346_image1001.png,20150921_131346,1001,4,115.29774475097656,104.90371704101562
20150921_131346_image1006.png,20150921_131346,1006,4,112.33885192871094,107.49761962890625
20150921_131346_image1011.png,20150921_131346,1011,4,111.26177215576172,108.26876831054688
20150921_131346_image1016.png,20150921_131346,1016,4,110.1108627319336,110.06420135498047
20150921_131346_image1021.png,20150921_131346,1021,5,112.26878356933594,113.89251708984375
20150921_131346_image1026.png,20150921_131346,1026,4,112.71963500976562,112.35218811035156
20150921_131346_image1031.png,20150921_131346,1031,3,112.77692413330078,111.21732330322266
20150921_131346_image1036.png,20150921_131346,1036,4,117.09764099121094,109.24856567382812
20150921_131346_image1041.png,20150921_131346,1041,4,117.8124008178711,108.25325012207031
20150921_131346_image1046.png,20150921_131346,1046,4,119.80449676513672,107.70569610595703
20150921_131346_image1051.png,20150921_131346,1051,3,124.85903930664062,110.17599487304688
20150921_131346_image1056.png,20150921_131346,1056,4,119.89275360107422,110.5313949584961
20150921_131346_image1061.png,20150921_131346,1061,4,103.6247329711914,119.18391418457031
20150921_131346_image1066.png,20150921_131346,1066,5,89.99844360351562,123.72314453125
20150921_131346_image1071.png,20150921_131346,1071,5,86.87477111816406,121.20647430419922
20150921_131346_image1081.png,20150921_131346,1081,3,84.29991149902344,114.53330993652344
20150921_131346_image1121.png,20150921_131346,1121,14,101.12201690673828,96.9367904663086
20150921_131346_image1126.png,20150921_131346,1126,14,103.77757263183594,95.68800354003906
20150921_131346_image1131.png,20150921_131346,1131,13,106.81547546386719,95.24075317382812
20150921_131346_image1136.png,20150921_131346,1136,14,108.09626770019531,92.72264099121094
20150921_131346_image1141.png,20150921_131346,1141,13,109.07329559326172,93.75518035888672
20150921_131346_image1146.png,20150921_131346,1146,13,110.0163345336914,92.96571350097656
20150921_131453_image1.png,20150921_131453,1,71,110.260986328125,114.28411102294922
20150921_131453_image6.png,20150921_131453,6,48,109.81198120117188,112.5769271850586
20150921_131453_image11.png,20150921_131453,11,53,107.66217803955078,112.04717254638672
20150921_131453_image16.png,20150921_131453,16,54,106.21859741210938,111.9066162109375
20150921_131453_image21.png,20150921_131453,21,49,107.55872344970703,111.07976531982422
20150921_131453_image26.png,20150921_131453,26,48,110.02178955078125,108.79209899902344
20150921_131453_image31.png,20150921_131453,31,47,108.57837677001953,115.6719970703125
20150921_131453_image36.png,20150921_131453,36,47,110.01750183105469,113.9202880859375
20150921_131453_image41.png,20150921_131453,41,50,113.93931579589844,113.97831726074219
20150921_131453_image46.png,20150921_131453,46,46,116.02175903320312,113.09786224365234
20150921_131453_image66.png,20150921_131453,66,35,106.1370849609375,118.0311050415039
20150921_131453_image76.png,20150921_131453,76,34,106.13470458984375,115.18330383300781
20150921_131453_image81.png,20150921_131453,81,35,106.56950378417969,113.87982940673828
20150921_131453_image86.png,20150921_131453,86,36,107.22803497314453,113.55023956298828
20150921_131453_image96.png,20150921_131453,96,38,98.95783996582031,118.35319519042969
20150921_131453_image101.png,20150921_131453,101,47,100.83421325683594,115.9444808959961
20150921_131453_image106.png,20150921_131453,106,40,100.21662139892578,114.93450164794922
20150921_131453_image171.png,20150921_131453,171,43,96.78154754638672,107.01513671875
20150921_131453_image176.png,20150921_131453,176,46,95.9347915649414,104.97151947021484
20150921_131453_image181.png,20150921_131453,181,50,92.48731231689453,110.80847930908203
20150921_131453_image186.png,20150921_131453,186,52,91.17633819580078,108.28981018066406
20150921_131453_image196.png,20150921_131453,196,55,100.00149536132812,103.18579864501953
20150921_131453_image201.png,20150921_131453,201,63,109.50300598144531,103.32491302490234
20150921_131453_image211.png,20150921_131453,211,58,119.52470397949219,114.67284393310547
20150921_131453_image221.png,20150921_131453,221,48,99.064697265625,115.59414672851562
20150921_131453_image231.png,20150921_131453,231,47,95.4057846069336,114.0571060180664
20150921_131453_image236.png,20150921_131453,236,46,94.9700698852539,113.02833557128906
20150921_131453_image251.png,20150921_131453,251,37,94.34619140625,111.79708099365234
20150921_131453_image281.png,20150921_131453,281,40,99.902587890625,111.52489471435547
20150921_131453_image391.png,20150921_131453,391,82,96.85265350341797,110.99574279785156
20150921_131453_image401.png,20150921_131453,401,93,92.16636657714844,104.55189514160156
20150921_131453_image601.png,20150921_131453,601,35,126.89757537841797,119.19194793701172
20150921_131453_image611.png,20150921_131453,611,21,122.15621185302734,117.38724517822266
20150921_131453_image626.png,20150921_131453,626,16,115.31541442871094,118.46565246582031
20150921_131453_image631.png,20150921_131453,631,18,112.89788055419922,122.85963439941406
20150921_131453_image636.png,20150921_131453,636,16,114.96619415283203,119.34683990478516
20150921_131453_image641.png,20150921_131453,641,20,112.42032623291016,119.45018768310547
20150921_131453_image646.png,20150921_131453,646,21,110.66596984863281,119.21983337402344
20150921_131453_image651.png,20150921_131453,651,29,113.7319107055664,113.6600341796875
20150921_131453_image661.png,20150921_131453,661,31,112.50489807128906,116.66254425048828
20150921_131453_image666.png,20150921_131453,666,23,113.50605773925781,112.73323822021484
20150921_131453_image671.png,20150921_131453,671,19,117.33644104003906,112.47468566894531
20150921_131453_image676.png,20150921_131453,676,30,114.40496826171875,112.21025848388672
20150921_131453_image681.png,20150921_131453,681,34,110.77510070800781,111.62545013427734
