image,instance_id,x0,y0,x1,y1,w,h,bbox_area,mask_area,solidity,local_density,dist_to_border,box_value,session,frame,mean_value,n_apples,detected
20150919_174151_image1.png,74,537.0,707.0,559.0,724.0,22.0,17.0,374.0,231,0.6176470518112183,7,172.0,167.20053100585938,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,75,297.0,939.0,320.0,956.0,23.0,17.0,391.0,183,0.4680306911468506,3,308.5,102.87723541259766,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,76,320.0,899.0,342.0,921.0,22.0,22.0,484.0,283,0.5847107172012329,3,331.0,138.79339599609375,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,77,340.0,909.0,352.0,929.0,12.0,20.0,240.0,129,0.5375000238418579,3,346.0,122.9124984741211,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,78,239.0,767.0,255.0,792.0,16.0,25.0,400.0,294,0.7350000143051147,8,247.0,164.69500732421875,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,79,194.0,708.0,217.0,731.0,23.0,23.0,529.0,314,0.5935727953910828,10,205.5,140.2816619873047,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,80,487.0,277.0,502.0,293.0,15.0,16.0,240.0,155,0.6458333134651184,1,225.5,160.20416259765625,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,81,165.0,260.0,177.0,274.0,12.0,14.0,168.0,89,0.5297619104385376,12,171.0,164.7916717529297,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,82,180.0,803.0,190.0,824.0,10.0,21.0,210.0,157,0.7476190328598022,5,185.0,125.23809814453124,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,83,249.0,827.0,267.0,847.0,18.0,20.0,360.0,273,0.7583333253860474,5,258.0,93.48055267333984,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,84,79.0,434.0,106.0,461.0,27.0,27.0,729.0,504,0.6913580298423767,13,92.5,116.98353576660156,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,85,150.0,479.0,175.0,502.0,25.0,23.0,575.0,474,0.8243478536605835,6,162.5,99.32347869873048,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,86,192.0,487.0,212.0,504.0,20.0,17.0,340.0,218,0.6411764621734619,5,202.0,97.45882415771484,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,87,683.0,570.0,701.0,586.0,18.0,16.0,288.0,213,0.7395833134651184,2,28.0,130.3333282470703,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,88,700.0,582.0,718.0,596.0,18.0,14.0,252.0,182,0.7222222089767456,2,11.0,161.484130859375,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,89,688.0,622.0,704.0,636.0,16.0,14.0,224.0,173,0.7723214030265808,2,24.0,97.66963958740234,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,90,676.0,762.0,702.0,785.0,26.0,23.0,598.0,433,0.7240802645683289,1,31.0,71.20903015136719,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,91,445.0,767.0,464.0,783.0,19.0,16.0,304.0,160,0.5263158082962036,6,265.5,121.5756607055664,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,92,421.0,711.0,450.0,725.0,29.0,14.0,406.0,297,0.7315270900726318,6,284.5,122.65763854980467,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,93,420.0,692.0,435.0,712.0,15.0,20.0,300.0,218,0.7266666889190674,5,292.5,112.71666717529295,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,94,455.0,662.0,487.0,687.0,32.0,25.0,800.0,575,0.71875,7,249.0,142.5487518310547,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image1.png,95,649.0,834.0,674.0,857.0,25.0,23.0,575.0,414,0.7200000286102295,1,58.5,106.00521850585938,20150919_174151,1,116.6315689086914,95,False
20150919_174151_image101.png,1,0.0,264.0,7.0,277.0,7.0,13.0,91.0,69,0.7582417726516724,3,3.5,189.6813201904297,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,2,1.0,303.0,7.0,324.0,6.0,21.0,126.0,77,0.6111111044883728,8,4.0,156.23809814453125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,3,5.0,303.0,19.0,326.0,14.0,23.0,322.0,221,0.6863353848457336,9,12.0,201.6801300048828,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,4,2.0,373.0,12.0,394.0,10.0,21.0,210.0,161,0.7666666507720947,6,7.0,106.98094940185548,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,5,39.0,355.0,60.0,373.0,21.0,18.0,378.0,263,0.6957672238349915,11,49.5,87.56084442138672,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,6,51.0,325.0,71.0,348.0,20.0,23.0,460.0,382,0.8304347991943359,13,61.0,131.8913116455078,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,7,77.0,364.0,99.0,385.0,22.0,21.0,462.0,328,0.709956705570221,14,88.0,168.7554168701172,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,8,85.0,302.0,111.0,331.0,26.0,29.0,754.0,562,0.7453581094741821,12,98.0,196.33819580078125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,9,85.0,330.0,108.0,345.0,23.0,15.0,345.0,243,0.7043478488922119,13,96.5,147.66957092285156,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,10,84.0,341.0,98.0,353.0,14.0,12.0,168.0,111,0.6607142686843872,14,91.0,134.95237731933594,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,11,110.0,315.0,129.0,339.0,19.0,24.0,456.0,261,0.5723684430122375,11,119.5,183.3311462402344,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,12,130.0,307.0,148.0,324.0,18.0,17.0,306.0,182,0.5947712659835815,10,139.0,193.9281005859375,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,13,128.0,338.0,145.0,356.0,17.0,18.0,306.0,232,0.758169949054718,14,136.5,176.1372528076172,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,14,107.0,344.0,131.0,367.0,24.0,23.0,552.0,384,0.695652186870575,14,119.0,150.28985595703125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,15,154.0,280.0,175.0,310.0,21.0,30.0,630.0,377,0.5984126925468445,7,164.5,192.0730133056641,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,16,138.0,434.0,150.0,449.0,12.0,15.0,180.0,95,0.5277777910232544,8,144.0,189.8111114501953,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,17,155.0,416.0,185.0,445.0,30.0,29.0,870.0,560,0.6436781883239746,9,170.0,194.0287322998047,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,18,182.0,421.0,195.0,433.0,13.0,12.0,156.0,85,0.5448718070983887,10,188.5,232.4294891357422,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,19,169.0,391.0,181.0,405.0,12.0,14.0,168.0,77,0.4583333432674408,12,175.0,190.75,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,20,256.0,323.0,299.0,371.0,43.0,48.0,2064.0,1317,0.6380813717842102,3,277.5,190.2785797119141,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,21,292.0,362.0,334.0,410.0,42.0,48.0,2016.0,1623,0.805059552192688,6,313.0,200.2738037109375,20150919_174151,101,132.1949005126953,102,True
20150919_174151_image101.png,22,274.0,400.0,316.0,440.0,42.0,40.0,1680.0,922,0.5488095283508301,10,295.0,106.95952606201172,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,23,201.0,446.0,218.0,463.0,17.0,17.0,289.0,211,0.7301037907600403,11,209.5,136.4636688232422,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,24,213.0,455.0,232.0,472.0,19.0,17.0,323.0,240,0.7430340647697449,11,222.5,155.36532592773438,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,25,225.0,490.0,244.0,507.0,19.0,17.0,323.0,215,0.6656346917152405,11,234.5,133.86376953125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,26,261.0,436.0,283.0,453.0,22.0,17.0,374.0,264,0.7058823704719543,10,272.0,179.42514038085938,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,27,262.0,454.0,279.0,471.0,17.0,17.0,289.0,140,0.4844290614128113,12,270.5,181.42214965820312,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,28,270.0,470.0,286.0,486.0,16.0,16.0,256.0,202,0.7890625,11,278.0,200.15234375,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,29,283.0,470.0,301.0,488.0,18.0,18.0,324.0,223,0.6882715821266174,11,292.0,176.84567260742188,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,30,292.0,544.0,305.0,556.0,13.0,12.0,156.0,114,0.7307692170143127,7,298.5,110.35897064208984,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,31,305.0,539.0,323.0,553.0,18.0,14.0,252.0,185,0.7341269850730896,7,314.0,151.50396728515625,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,32,0.0,645.0,27.0,675.0,27.0,30.0,810.0,623,0.7691357731819153,2,13.5,211.84567260742188,20150919_174151,101,132.1949005126953,102,True
20150919_174151_image101.png,33,0.0,687.0,11.0,710.0,11.0,23.0,253.0,203,0.8023715615272522,4,5.5,179.82212829589844,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,34,0.0,790.0,6.0,811.0,6.0,21.0,126.0,112,0.8888888955116272,5,3.0,188.60317993164065,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,35,2.0,884.0,37.0,918.0,35.0,34.0,1190.0,936,0.7865546345710754,2,19.5,190.0041961669922,20150919_174151,101,132.1949005126953,102,True
20150919_174151_image101.png,36,50.0,650.0,76.0,679.0,26.0,29.0,754.0,544,0.721485435962677,7,63.0,208.4840850830078,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,37,30.0,734.0,71.0,773.0,41.0,39.0,1599.0,1167,0.7298311591148376,8,50.5,206.23577880859372,20150919_174151,101,132.1949005126953,102,True
20150919_174151_image101.png,38,84.0,706.0,112.0,731.0,28.0,25.0,700.0,462,0.6600000262260437,8,98.0,173.39857482910156,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,39,90.0,781.0,109.0,803.0,19.0,22.0,418.0,372,0.8899521827697754,7,99.5,114.69139099121094,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,40,67.0,797.0,82.0,822.0,15.0,25.0,375.0,156,0.4160000085830688,7,74.5,167.14132690429688,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,41,45.0,833.0,70.0,863.0,25.0,30.0,750.0,362,0.4826666712760925,6,57.5,181.6106719970703,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,42,72.0,839.0,89.0,857.0,17.0,18.0,306.0,229,0.7483659982681274,6,80.5,163.2189483642578,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,43,177.0,837.0,192.0,857.0,15.0,20.0,300.0,216,0.7200000286102295,1,184.5,166.4199981689453,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,44,152.0,757.0,174.0,782.0,22.0,25.0,550.0,418,0.7599999904632568,6,163.0,91.59454345703124,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,45,91.0,570.0,106.0,583.0,15.0,13.0,195.0,88,0.4512820541858673,2,98.5,188.2923126220703,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,46,101.0,619.0,122.0,647.0,21.0,28.0,588.0,348,0.5918367505073547,5,111.5,210.4455718994141,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,47,127.0,654.0,158.0,690.0,31.0,36.0,1116.0,676,0.6057347655296326,6,142.5,185.55914306640625,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,48,175.0,649.0,196.0,660.0,21.0,11.0,231.0,133,0.5757575631141663,5,185.5,170.82684326171875,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,49,246.0,609.0,275.0,633.0,29.0,24.0,696.0,545,0.7830459475517273,8,260.5,175.2025909423828,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,50,218.0,693.0,241.0,723.0,23.0,30.0,690.0,395,0.5724637508392334,7,229.5,194.7681121826172,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,51,254.0,667.0,265.0,674.0,11.0,7.0,77.0,66,0.8571428656578064,6,259.5,199.7012939453125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,52,280.0,693.0,302.0,715.0,22.0,22.0,484.0,294,0.6074380278587341,7,291.0,152.07850646972656,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,53,306.0,688.0,328.0,711.0,22.0,23.0,506.0,339,0.6699604988098145,8,317.0,206.82212829589844,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,54,322.0,682.0,341.0,699.0,19.0,17.0,323.0,246,0.7616099119186401,7,331.5,203.077392578125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,55,344.0,465.0,388.0,511.0,44.0,46.0,2024.0,1385,0.6842885613441467,8,354.0,197.4619598388672,20150919_174151,101,132.1949005126953,102,True
20150919_174151_image101.png,56,450.0,398.0,471.0,415.0,21.0,17.0,357.0,234,0.6554622054100037,2,259.5,211.18487548828125,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,57,590.0,128.0,615.0,157.0,25.0,29.0,725.0,474,0.6537930965423584,4,117.5,194.7172393798828,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,58,613.0,133.0,637.0,158.0,24.0,25.0,600.0,394,0.6566666960716248,6,95.0,195.4983367919922,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,59,636.0,131.0,655.0,152.0,19.0,21.0,399.0,257,0.6441102623939514,8,74.5,157.96742248535156,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,60,647.0,146.0,672.0,166.0,25.0,20.0,500.0,367,0.734000027179718,8,60.5,155.9600067138672,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,61,668.0,108.0,693.0,135.0,25.0,27.0,675.0,445,0.6592592597007751,8,39.5,170.55111694335938,20150919_174151,101,132.1949005126953,102,False
20150919_174151_image101.png,62,710.0,69.0,719.0,88.0,9.0,19.0,171.0,131,0.7660818696022034,5,5.5,217.83041381835935,20150919_174151,101,132.1949005126953,102,False
