image,n_frames,naive_sum,dedup_count,true_unique,error,shift_dx
20150919_174730_image86.png,5,16,5,5,0,-59.996464874474555
20150919_174730_image91.png,5,27,7,7,0,-59.99350515922754
20150919_174730_image96.png,5,25,7,7,0,-59.991286186255934
20150919_174730_image101.png,5,27,8,8,0,-59.99915722665688
20150919_174730_image106.png,5,24,6,6,0,-59.99382123858871
20150919_174730_image111.png,5,27,8,8,0,-59.984626753039436
20150919_174730_image116.png,5,29,8,8,0,-59.996323927813194
20150919_174730_image121.png,5,29,8,8,0,-59.99264279834222
20150919_174730_image126.png,5,33,9,9,0,-59.99760430307586
20150919_174730_image131.png,5,36,10,10,0,-59.992438927015996
20150919_174730_image136.png,5,36,11,11,0,-59.992533467006496
20150919_174730_image141.png,5,34,12,12,0,-59.996373191926835
20150919_174730_image146.png,5,37,12,12,0,-59.99311474650986
20150919_174730_image151.png,5,43,14,14,0,-59.99594896503589
20150919_174730_image156.png,5,38,11,11,0,-59.99717543088687
20150919_174730_image161.png,5,42,11,11,0,-59.99490405794296
20150919_174730_image166.png,5,43,10,10,0,-59.99072458701207
20150919_174730_image171.png,5,44,9,9,0,-59.99538053250865
20150919_174730_image176.png,5,45,9,9,0,-59.9939501723197
20150919_174730_image181.png,5,37,8,8,0,-59.99159883737465
20150919_174730_image186.png,5,32,7,7,0,-59.99053928997736
20150919_174730_image191.png,5,35,8,8,0,-59.986133141059156
20150919_174730_image196.png,5,29,7,7,0,-59.99558851008524
20150919_174730_image201.png,5,27,7,7,0,-59.98950010926646
20150919_174730_image206.png,5,22,7,7,0,-59.994171992080055
20150919_174730_image211.png,5,22,9,9,0,-59.9876269930715
20150919_174730_image216.png,5,15,6,6,0,-59.99289191771268
20150919_174730_image221.png,5,12,6,6,0,-59.99479121056197
20150919_174730_image226.png,5,11,6,6,0,-59.99690741880406
20150919_174730_image231.png,5,5,4,4,0,-59.99405576400483
20150919_174730_image236.png,5,3,3,3,0,-59.99183819512001
20150919_174730_image241.png,5,3,2,2,0,-59.99382241807521
20150919_174730_image256.png,5,8,5,5,0,-59.989892418734655
20150919_174730_image261.png,5,13,7,7,0,-59.99239929300904
20150919_174730_image266.png,5,26,14,14,0,-59.9891670803367
20150919_174730_image271.png,5,39,17,17,0,-59.99263246074125
20150919_174730_image276.png,5,25,14,14,0,-59.99309921798425
20150919_174730_image286.png,5,36,16,16,0,-59.99210277643502
20150919_174730_image296.png,5,52,20,20,0,-59.99090974015931
20150919_174730_image301.png,5,64,23,23,0,-59.99026758701686
20150919_174730_image306.png,5,70,24,24,0,-59.99644738412479
20150919_174730_image321.png,5,111,32,32,0,-59.99399752657291
20150919_174730_image331.png,5,116,35,35,0,-59.994005816565135
20150919_174730_image341.png,5,121,36,36,0,-59.99470264311611
20150919_174730_image351.png,5,120,34,34,0,-59.99143101314104
20150919_174730_image356.png,5,149,40,40,0,-59.99978510097327
20150919_174730_image376.png,5,159,39,39,0,-59.99851356374603
20150919_174730_image386.png,5,212,56,56,0,-59.996560245871905
20150919_174730_image396.png,5,176,47,47,0,-59.99455200989584
20150919_174730_image411.png,5,172,48,48,0,-59.993076262899365
20150919_174730_image426.png,5,154,47,47,0,-59.98746618705135
20150919_174730_image436.png,5,136,45,45,0,-59.993044844190905
20150919_174730_image441.png,5,142,49,49,0,-59.99276995380032
20150919_174730_image456.png,5,111,35,35,0,-59.995076865123906
20150919_174730_image471.png,5,177,51,51,0,-59.992208154923475
20150919_174730_image486.png,5,162,51,51,0,-59.99598451483277
20150919_174730_image491.png,5,197,66,66,0,-59.995781020362784
20150919_174730_image496.png,5,166,56,56,0,-59.99587814109134
20150919_174730_image506.png,5,211,68,68,0,-59.995973166495475
20150919_174730_image521.png,5,219,70,70,0,-59.989541082883505
20150919_174730_image536.png,5,267,77,77,0,-59.99319533736164
20150919_174730_image551.png,5,308,78,78,0,-59.99100987606667
20150919_174730_image566.png,5,299,76,76,0,-59.995050287375506
20150919_174730_image581.png,5,304,79,79,0,-59.9909180091054
20150919_174730_image596.png,5,234,69,69,0,-59.995050255578235
20150919_174730_image611.png,5,171,62,62,0,-59.99086246063911
20150919_174730_image631.png,5,127,50,50,0,-59.98939839069547
20150919_174730_image646.png,5,130,44,44,0,-59.988238074705635
20150919_174730_image666.png,5,165,54,54,0,-59.99897005501933
20150919_174730_image681.png,5,210,65,65,0,-59.99576669395566
20150919_174730_image701.png,5,260,77,77,0,-59.995585439116326
20150919_174730_image736.png,5,300,76,76,0,-59.99361830136496
20150919_174730_image761.png,5,265,74,74,0,-59.9918963544994
20150919_174730_image786.png,5,135,51,51,0,-59.99364418683393
20150919_174730_image811.png,5,132,54,54,0,-59.99513165448761
20150919_174730_image861.png,5,266,74,74,0,-59.9932051404987
20150919_174730_image911.png,5,230,72,72,0,-60.00079700706084
20150919_174730_image961.png,5,412,113,113,0,-59.988862157848615
20150919_174730_image1046.png,5,301,88,88,0,-59.99020087478226
20150919_174730_image1146.png,5,325,107,107,0,-59.998229237797545
20150919_174730_image1331.png,5,308,82,82,0,-59.99276094356438
20150921_131234_image1.png,5,337,72,72,0,-59.99015796933102
20150921_131234_image6.png,5,312,67,67,0,-59.99594129180156
20150921_131234_image11.png,5,340,75,75,0,-59.996760586391105
20150921_131234_image16.png,5,305,71,71,0,-59.99626880366753
20150921_131234_image21.png,5,263,68,68,0,-59.988878282449264
20150921_131234_image26.png,5,231,68,68,0,-59.991856353962646
20150921_131234_image31.png,5,230,74,74,0,-59.990218066152266
20150921_131234_image36.png,5,205,72,72,0,-59.98844960274786
20150921_131234_image41.png,5,196,73,73,0,-59.994748185799295
20150921_131234_image56.png,5,98,37,37,0,-59.98881384875381
20150921_131234_image61.png,5,92,28,28,0,-59.99089661482489
20150921_131234_image66.png,5,84,23,23,0,-59.994286892510246
20150921_131234_image86.png,5,114,35,35,0,-59.99370497881088
20150921_131234_image91.png,5,186,56,56,0,-59.991718013159755
20150921_131234_image201.png,5,132,43,43,0,-59.99322084055663
20150921_131234_image206.png,5,126,40,40,0,-59.990228543949144
20150921_131234_image216.png,5,147,51,51,0,-59.990047492443324
20150921_131234_image221.png,5,137,49,49,0,-59.99735594631338
20150921_131234_image231.png,5,177,58,58,0,-59.99274653377401
20150921_131234_image236.png,5,145,40,40,0,-59.99076582578462
20150921_131234_image286.png,5,189,60,60,0,-59.99272506844815
20150921_131234_image306.png,5,250,67,67,0,-59.99344845066773
20150921_131234_image341.png,5,211,64,64,0,-59.99172925840986
20150921_131234_image361.png,5,142,48,48,0,-59.992139589177214
20150921_131234_image366.png,5,135,45,45,0,-59.99066051537915
20150921_131234_image401.png,5,169,56,56,0,-59.99158893038205
20150921_131234_image406.png,5,159,53,53,0,-59.994881183318995
20150921_131234_image416.png,5,153,51,51,0,-59.99024594646474
20150921_131234_image451.png,5,215,61,61,0,-59.99069145500252
20150921_131234_image456.png,5,229,65,65,0,-59.991881627095836
20150921_131234_image461.png,5,225,60,60,0,-59.989082548526085
20150921_131234_image476.png,5,232,63,63,0,-59.994071744014775
20150921_131234_image481.png,5,196,55,55,0,-59.98872800513436
20150921_131234_image486.png,5,165,49,49,0,-59.992241293669764
20150921_131234_image536.png,5,62,18,18,0,-59.99147814519523
20150921_131234_image541.png,5,49,13,13,0,-59.98967227712754
20150921_131234_image546.png,5,32,10,10,0,-59.988808304210835
20150921_131234_image551.png,5,31,10,10,0,-59.988749407078814
20150921_131234_image556.png,5,29,9,9,0,-59.99544040081972
20150921_131234_image561.png,5,27,8,8,0,-59.98771352716935
20150921_131234_image566.png,5,24,7,7,0,-59.993117606291406
20150921_131234_image571.png,5,30,14,14,0,-59.98731973184226
20150921_131234_image576.png,5,32,15,15,0,-59.99005202735586
20150921_131234_image581.png,5,32,12,12,0,-59.99123469340435
20150921_131234_image586.png,5,30,10,10,0,-59.988040373557624
20150921_131234_image591.png,5,31,10,10,0,-59.98980522107806
20150921_131234_image596.png,5,39,13,13,0,-59.991463815442216
20150921_131234_image626.png,5,36,10,10,0,-59.99553370407318
20150921_131234_image631.png,5,37,11,11,0,-59.99035540660273
20150921_131234_image636.png,5,31,8,8,0,-59.99111556887138
20150921_131234_image641.png,5,33,10,10,0,-59.98911923419908
20150921_131234_image646.png,5,33,10,10,0,-59.98898013133672
20150921_131234_image651.png,5,38,11,11,0,-59.98951374109632
20150921_131234_image656.png,5,36,9,9,0,-59.98671086015213
20150921_131234_image661.png,5,25,6,6,0,-59.98964579209104
20150921_131234_image666.png,5,25,8,8,0,-59.988493581299196
20150921_131234_image676.png,5,31,11,11,0,-59.986653713928376
20150921_131234_image681.png,5,28,9,9,0,-59.98594262081565
20150921_131234_image686.png,5,24,5,5,0,-59.988228912955776
20150921_131346_image1.png,5,294,67,67,0,-59.99079539083101
20150921_131346_image6.png,5,279,58,58,0,-59.991723988101455
20150921_131346_image11.png,5,280,59,59,0,-59.992026615319105
20150921_131346_image16.png,5,276,58,58,0,-59.990447537638545
20150921_131346_image21.png,5,277,58,58,0,-59.98920176985095
20150921_131346_image26.png,5,272,57,57,0,-59.99325295608668
20150921_131346_image31.png,5,269,57,57,0,-59.98974289585502
20150921_131346_image36.png,5,274,58,58,0,-59.993637331862885
20150921_131346_image41.png,5,264,60,60,0,-59.995492769331605
20150921_131346_image51.png,5,175,66,66,0,-59.99150163086455
20150921_131346_image56.png,5,122,60,60,0,-59.99635210394487
20150921_131346_image81.png,5,64,18,18,0,-59.99110210590695
20150921_131346_image146.png,5,132,50,50,0,-59.99089488356552
20150921_131346_image151.png,5,188,67,67,0,-59.99298525281506
20150921_131346_image211.png,5,231,57,57,0,-59.99149569073833
20150921_131346_image226.png,5,148,54,54,0,-59.99344406037346
20150921_131346_image256.png,5,127,43,43,0,-59.99123489510373
20150921_131346_image276.png,5,193,42,42,0,-59.99382729239608
20150921_131346_image281.png,5,205,45,45,0,-59.993970413447244
20150921_131346_image311.png,5,185,47,47,0,-59.99245899789071
20150921_131346_image316.png,5,182,45,45,0,-59.99288068561731
20150921_131346_image341.png,5,147,54,54,0,-59.989766672972735
20150921_131346_image386.png,5,198,48,48,0,-59.987456982401625
20150921_131346_image406.png,5,216,55,55,0,-59.99198281803584
20150921_131346_image411.png,5,243,68,68,0,-59.994005160579064
20150921_131346_image496.png,5,312,80,80,0,-59.99884703303164
20150921_131346_image541.png,5,122,50,50,0,-59.98877806300834
20150921_131346_image596.png,5,79,25,25,0,-59.9951548698277
20150921_131346_image601.png,5,84,24,24,0,-59.99409870687239
20150921_131346_image621.png,5,148,45,45,0,-59.99520489951311
20150921_131346_image631.png,5,251,65,65,0,-59.992484827719636
20150921_131346_image701.png,5,290,67,67,0,-59.98978760551216
20150921_131346_image706.png,5,294,68,68,0,-59.99107154716964
20150921_131346_image711.png,5,280,64,64,0,-59.98789839164962
20150921_131346_image721.png,5,303,70,70,0,-59.99339115432031
20150921_131346_image736.png,5,305,71,71,0,-59.986385139057745
20150921_131346_image756.png,5,260,61,61,0,-59.98899184431019
20150921_131346_image776.png,5,199,59,59,0,-59.990920137555776
20150921_131346_image786.png,5,160,50,50,0,-59.99062244874949
20150921_131346_image816.png,5,86,24,24,0,-59.99289364633924
20150921_131346_image821.png,5,84,22,22,0,-59.99245492392103
20150921_131346_image831.png,5,97,23,23,0,-59.98916775539962
20150921_131346_image841.png,5,120,32,32,0,-59.98497975869901
20150921_131346_image846.png,5,92,23,23,0,-59.988651134580664
20150921_131346_image851.png,5,97,26,26,0,-59.98744269945598
20150921_131346_image856.png,5,86,23,23,0,-59.99259553353741
20150921_131346_image876.png,5,121,37,37,0,-59.99116872008787
20150921_131346_image881.png,5,92,29,29,0,-59.98869068584324
20150921_131346_image891.png,5,89,27,27,0,-59.99266862735004
20150921_131346_image906.png,5,83,24,24,0,-59.9929061489531
20150921_131346_image911.png,5,84,23,23,0,-59.99374731094778
20150921_131346_image926.png,5,28,11,11,0,-59.98465092285383
20150921_131346_image931.png,5,32,13,13,0,-59.98163361923838
20150921_131346_image936.png,5,16,7,7,0,-59.98823263372665
20150921_131346_image941.png,5,25,9,9,0,-59.98741208346732
20150921_131346_image946.png,5,12,6,6,0,-59.99100211869674
20150921_131346_image951.png,5,23,8,8,0,-59.98795777574614
20150921_131346_image956.png,5,18,7,7,0,-59.99305879164899
20150921_131346_image961.png,5,14,6,6,0,-59.99109931851743
20150921_131346_image966.png,5,15,5,5,0,-59.99266248234753
20150921_131346_image971.png,5,12,4,4,0,-59.994567630474336
20150921_131346_image976.png,5,13,5,5,0,-59.989672921956156
20150921_131346_image981.png,5,18,6,6,0,-59.99488863946749
20150921_131346_image986.png,5,18,6,6,0,-59.992525322308154
20150921_131346_image991.png,5,14,5,5,0,-59.99106998304532
20150921_131346_image996.png,5,15,5,5,0,-59.98960206083453
20150921_131346_image1001.png,5,10,4,4,0,-59.9926634611883
20150921_131346_image1006.png,5,11,4,4,0,-59.99161695454586
20150921_131346_image1011.png,5,10,4,4,0,-59.990964364574324
20150921_131346_image1016.png,5,10,4,4,0,-59.98945635638975
20150921_131346_image1021.png,5,13,5,5,0,-59.99215145982237
20150921_131346_image1026.png,5,12,4,4,0,-59.989576615687724
20150921_131346_image1031.png,5,9,3,3,0,-59.992889077211544
20150921_131346_image1036.png,5,12,4,4,0,-59.990593185398126
20150921_131346_image1041.png,5,12,4,4,0,-59.99219009772318
20150921_131346_image1046.png,5,12,4,4,0,-59.99316214739201
20150921_131346_image1051.png,5,9,3,3,0,-59.99332998391077
20150921_131346_image1056.png,5,11,4,4,0,-59.997092729702075
20150921_131346_image1061.png,5,10,4,4,0,-59.99822039732709
20150921_131346_image1066.png,5,15,5,5,0,-59.98675828721437
20150921_131346_image1071.png,5,15,5,5,0,-59.990845058727785
20150921_131346_image1081.png,5,6,3,3,0,-59.99211981746987
20150921_131346_image1121.png,5,25,14,14,0,-59.98784799299051
20150921_131346_image1126.png,5,26,14,14,0,-59.9922911207249
20150921_131346_image1131.png,5,25,13,13,0,-59.991647722649105
20150921_131346_image1136.png,5,30,14,14,0,-59.98813841243381
20150921_131346_image1141.png,5,30,13,13,0,-59.99696304195177
20150921_131346_image1146.png,5,30,13,13,0,-59.988359825069466
20150921_131453_image1.png,5,316,71,71,0,-59.99031171872508
20150921_131453_image6.png,5,229,48,48,0,-59.99743963895739
20150921_131453_image11.png,5,253,53,53,0,-59.99770884460867
20150921_131453_image16.png,5,256,54,54,0,-59.99019357733181
20150921_131453_image21.png,5,234,49,49,0,-59.98892432336518
20150921_131453_image26.png,5,230,48,48,0,-59.99040412938112
20150921_131453_image31.png,5,221,47,47,0,-59.99315893194009
20150921_131453_image36.png,5,215,47,47,0,-59.98970370900739
20150921_131453_image41.png,5,211,50,50,0,-59.99292795006346
20150921_131453_image46.png,5,187,46,46,0,-59.991912422260555
20150921_131453_image66.png,5,136,35,35,0,-59.991539978094465
20150921_131453_image76.png,5,151,34,34,0,-59.98971392450724
20150921_131453_image81.png,5,150,35,35,0,-59.99148006683254
20150921_131453_image86.png,5,152,36,36,0,-59.99486577102499
20150921_131453_image96.png,5,141,38,38,0,-59.988052719260196
20150921_131453_image101.png,5,171,47,47,0,-59.98914759074111
20150921_131453_image106.png,5,147,40,40,0,-59.98871321474522
20150921_131453_image171.png,5,177,43,43,0,-59.99267910169331
20150921_131453_image176.png,5,185,46,46,0,-59.98796153974101
20150921_131453_image181.png,5,203,50,50,0,-59.990097600012774
20150921_131453_image186.png,5,210,52,52,0,-59.9906151030971
20150921_131453_image196.png,5,203,55,55,0,-59.986483383532885
20150921_131453_image201.png,5,236,63,63,0,-59.98730743825777
20150921_131453_image211.png,5,219,58,58,0,-59.989189285419684
20150921_131453_image221.png,5,187,48,48,0,-59.99374650276758
20150921_131453_image231.png,5,188,47,47,0,-59.99127605532229
20150921_131453_image236.png,5,187,46,46,0,-59.99300550002798
20150921_131453_image251.png,5,145,37,37,0,-59.994214079803555
20150921_131453_image281.png,5,157,40,40,0,-59.989332081361255
20150921_131453_image391.png,5,287,82,82,0,-59.992201623503206
20150921_131453_image401.png,5,312,93,93,0,-59.98489005691778
20150921_131453_image601.png,5,112,35,35,0,-59.99182925735505
20150921_131453_image611.png,5,76,21,21,0,-59.9928650567164
20150921_131453_image626.png,5,68,16,16,0,-59.990314332843525
20150921_131453_image631.png,5,72,18,18,0,-59.992005008169116
20150921_131453_image636.png,5,69,16,16,0,-60.00278332182651
20150921_131453_image641.png,5,78,20,20,0,-59.998691959745315
20150921_131453_image646.png,5,70,21,21,0,-59.990661170471185
20150921_131453_image651.png,5,74,29,29,0,-59.98706355037848
20150921_131453_image661.png,5,86,31,31,0,-59.99453951005481
20150921_131453_image666.png,5,84,23,23,0,-59.99401329008978
20150921_131453_image671.png,5,83,19,19,0,-59.992012090541664
20150921_131453_image676.png,5,103,30,30,0,-59.99795322493438
20150921_131453_image681.png,5,116,34,34,0,-59.99402232159204
20150921_131453_image686.png,5,105,33,33,0,-59.99892302938949
20150921_131453_image691.png,5,96,30,30,0,-59.99170542379741
20150921_131453_image701.png,5,90,27,27,0,-59.99282750367735
20150921_131453_image711.png,5,92,26,26,0,-59.99542513411427
20150921_131453_image721.png,5,100,29,29,0,-59.99637661994436
20150921_131453_image731.png,5,88,30,30,0,-59.994582999023606
20150921_131453_image746.png,5,167,54,54,0,-59.9871849164476
20150921_131453_image801.png,5,303,70,70,0,-59.991540335016396
20150921_131453_image831.png,5,227,54,54,0,-59.98921616007607
20150921_131453_image841.png,5,223,54,54,0,-59.988116213690546
20150921_131453_image891.png,5,174,58,58,0,-59.99304220014727
20150921_131453_image936.png,5,161,44,44,0,-59.99227242865132
20150921_131453_image946.png,5,182,44,44,0,-59.992651634034104
20150921_131453_image951.png,5,236,54,54,0,-59.99705286525764
20150921_131453_image966.png,5,183,43,43,0,-59.996074643758135
20150921_131453_image986.png,5,187,46,46,0,-59.9904910879911
20150921_131453_image991.png,5,223,57,57,0,-59.99228657550455
20150921_131453_image996.png,5,222,57,57,0,-59.99382516480836
20150921_131453_image1021.png,5,251,64,64,0,-59.99100319156594
20150921_131453_image1056.png,5,137,56,56,0,-59.988873383316474
20150921_131453_image1066.png,5,116,39,39,0,-59.99375749028363
20150921_131453_image1071.png,5,125,30,30,0,-59.99686548689908
20150921_131453_image1076.png,5,136,32,32,0,-59.99123293927812
20150921_131453_image1081.png,5,229,52,52,0,-59.9916289850529
20150921_131453_image1086.png,5,197,45,45,0,-59.99393514945322
20150921_131453_image1096.png,5,172,39,39,0,-59.9911344067238
20150921_131453_image1101.png,5,151,34,34,0,-59.98790336207142
20150921_131453_image1111.png,5,170,37,37,0,-59.99654387477398
20150921_131453_image1116.png,5,160,35,35,0,-59.99143422338955
20150921_131453_image1121.png,5,158,35,35,0,-59.99236105458695
20150921_131453_image1126.png,5,168,38,38,0,-59.988935927402
20150921_131453_image1141.png,5,214,48,48,0,-59.995280791046326
20150921_131453_image1161.png,5,203,47,47,0,-59.9907801220663
20150921_131453_image1196.png,5,135,45,45,0,-59.988687286905844
20150921_131453_image1201.png,5,174,49,49,0,-59.995289635259184
20150921_131453_image1211.png,5,164,44,44,0,-59.99449463365522
20150921_131453_image1241.png,5,221,52,52,0,-59.99439567893495
20150921_131625_image1.png,5,263,61,61,0,-59.98998449325501
20150921_131625_image31.png,5,200,61,61,0,-59.990126431850314
20150921_131625_image76.png,5,178,40,40,0,-59.99030192648496
20150921_131625_image91.png,5,172,39,39,0,-59.99149331894296
20150921_131625_image156.png,5,168,58,58,0,-59.99103243500974
20150921_131625_image161.png,5,175,57,57,0,-59.995215294299726
20150921_131625_image186.png,5,173,45,45,0,-59.99564387946293
20150921_131625_image201.png,5,196,47,47,0,-59.99241487097149
20150921_131625_image226.png,5,207,47,47,0,-59.990627939840664
20150921_131625_image236.png,5,192,48,48,0,-59.98649836640644
20150921_131625_image271.png,5,239,73,73,0,-59.99278582430881
20150921_131625_image301.png,5,358,93,93,0,-59.99144874594933
20150921_131625_image306.png,5,337,87,87,0,-59.99258198443184
20150921_131625_image336.png,5,367,96,96,0,-59.99045972003853
20150921_131625_image361.png,5,359,100,100,0,-59.99077717400462
20150921_131625_image441.png,5,249,78,78,0,-59.98932302830184
20150921_131625_image471.png,5,326,92,92,0,-59.99333191212622
20150921_131625_image501.png,5,352,103,103,0,-59.993870343484645
20150921_131625_image511.png,5,357,98,98,0,-59.99325291149006
20150921_131625_image546.png,5,351,98,98,0,-59.98730978500612
20150921_131625_image636.png,5,134,46,46,0,-59.988129704908516
20150921_131625_image641.png,5,149,43,43,0,-59.995278052514635
20150921_131625_image646.png,5,140,39,39,0,-59.99333057351569
20150921_131625_image651.png,5,132,37,37,0,-59.995031868835326
20150921_131625_image656.png,5,128,36,36,0,-59.99476237312305
20150921_131625_image661.png,5,121,32,32,0,-59.99142927224162
20150921_131625_image666.png,5,117,30,30,0,-59.99754304918491
20150921_131625_image671.png,5,114,27,27,0,-59.9920922848097
20150921_131625_image676.png,5,109,29,29,0,-59.989950541207946
20150921_131625_image681.png,5,99,33,33,0,-59.992805867531786
20150921_131625_image686.png,5,92,37,37,0,-59.991212186362304
20150921_131625_image691.png,5,101,42,42,0,-59.991150111182606
20150921_131625_image696.png,5,102,36,36,0,-59.993873525969406
20150921_131625_image701.png,5,103,28,28,0,-59.990213770435815
20150921_131625_image706.png,5,114,27,27,0,-59.99371459741542
20150921_131625_image711.png,5,113,27,27,0,-59.9940985535531
20150921_131625_image726.png,5,123,34,34,0,-59.99667328807874
20150921_131625_image746.png,5,163,63,63,0,-59.99011438169549
20150921_131625_image751.png,5,188,63,63,0,-59.99444684169177
20150921_131625_image801.png,5,302,73,73,0,-59.993034204088104
20150921_131625_image806.png,5,319,80,80,0,-59.98919672572001
20150921_131625_image851.png,5,308,95,95,0,-59.99379282362935
20150921_131625_image881.png,5,311,81,81,0,-59.985611055966075
20150921_131625_image906.png,5,306,80,80,0,-59.99297462438625
20150921_131625_image966.png,5,226,85,85,0,-59.98390160756722
20150921_131625_image1001.png,5,212,60,60,0,-59.993759484377875
20150921_131625_image1051.png,5,215,53,53,0,-59.99118849498436
20150921_131625_image1056.png,5,206,45,45,0,-59.994263661097506
20150921_131625_image1091.png,5,179,50,50,0,-59.992601985232454
20150921_131625_image1096.png,5,170,47,47,0,-59.991742837362665
20150921_131625_image1101.png,5,181,50,50,0,-59.986348528375544
20150921_131625_image1111.png,5,208,53,53,0,-59.98844766526108
20150921_131729_image1.png,5,23,11,11,0,-59.99137216033719
20150921_131729_image6.png,5,22,10,10,0,-59.99067184022306
20150921_131729_image11.png,5,25,11,11,0,-59.9961813173677
