arm,policy_label,metric,policy,threshold,drop_truncated,conf,n_policies_reais,tp,fp,fn,precision,recall,f1,n_images,gt_total,pred_total,MAE,RMSE,MAPE,bias,bias_rel,R2,fit_r2,slope,intercept,latency_total_ms,latency_merge_ms,n_tiles,fold
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.11,1,2960,1241,522,0.7045941442513687,0.8500861573808156,0.770532344136405,81,3482.0,4201.0,9.666666666666666,11.592355931793275,0.2669528084744245,8.876543209876543,0.20649052268811027,0.3277954487234225,0.7481525983065762,0.8882155970577112,13.68189248203764,15.960999684873968,1.3750999933108687,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.12,1,2944,1156,538,0.7180487804878048,0.8454910970706491,0.7765761012925348,81,3482.0,4100.0,8.617283950617283,10.49044244615304,0.2392193458746995,7.62962962962963,0.17748420448018382,0.4495148029325299,0.756816009212189,0.8672653610158947,13.335580406699437,15.765200111083686,1.2679999927058816,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.13,1,2917,1065,565,0.7325464590657961,0.8377369327972429,0.7816184351554126,81,3482.0,3982.0,7.604938271604938,9.354473413266307,0.20998833726811278,6.172839506172839,0.14359563469270534,0.5622796638081413,0.7633352820590605,0.8526629420447199,12.506514022225735,15.776100335177034,1.3077000039629638,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.14,1,2907,985,575,0.7469167523124358,0.8348650201033888,0.7884458909682669,81,3482.0,3892.0,6.888888888888889,8.642416214502248,0.19135641413896837,5.061728395061729,0.11774842044801838,0.626381485050685,0.7608201326474786,0.8299301938348562,12.372630432926307,15.649800349958241,1.2013999512419105,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.15,1,2884,923,598,0.757551878119254,0.8282596209075244,0.7913294004664563,81,3482.0,3807.0,6.45679012345679,8.083667423412821,0.17707357389549563,4.012345679012346,0.09333716255025848,0.6731301157641778,0.7586399617154032,0.8201080790953563,11.745477389999628,15.83619973063469,1.2798999669030309,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.16,1,2863,860,619,0.769003491807682,0.8222286042504308,0.7947258848022207,81,3482.0,3723.0,5.962962962962963,7.6537733774642325,0.1622554128538434,2.9753086419753085,0.06921309592188397,0.7069719250521488,0.7540036293056055,0.7995413347646295,11.592556448760007,15.653699726331979,1.164300017990172,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.17,1,2842,809,640,0.7784168720898385,0.8161975875933372,0.7968596663395486,81,3482.0,3651.0,5.6419753086419755,7.295356209413097,0.15104387333864966,2.0864197530864197,0.048535324526134405,0.7337736499261989,0.7571746685983729,0.792261091525672,11.016628139600128,15.508100401610136,1.1067999876104295,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.18,1,2817,756,665,0.7884130982367759,0.8090178058587019,0.798582565556343,81,3482.0,3573.0,5.444444444444445,7.17764017755965,0.14468769843983367,1.123456790123457,0.02613440551407237,0.7422958573746294,0.7489077355408216,0.7638560205911413,11.274732546933894,15.595300253015012,1.145999995060265,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.19,1,2804,704,678,0.7993158494868872,0.8052843193566915,0.8022889842632331,81,3482.0,3508.0,5.111111111111111,6.929984946450078,0.13351061312976467,0.32098765432098764,0.007466973004020678,0.7597725581565561,0.7604808900603182,0.7483676823987216,11.138070739353715,15.472400350961834,1.0774999973364174,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.2,1,2784,658,698,0.8088320743753632,0.7995404939689833,0.8041594454072791,81,3482.0,3442.0,5.08641975308642,6.885303726590963,0.12928269415413585,-0.49382716049382713,-0.011487650775416428,0.7628603144784513,0.7648119981118939,0.7411537687400125,10.633365151200941,15.464400444645435,1.0027000098489225,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.21,1,2761,621,721,0.8163808397397989,0.7929350947731189,0.8044871794871794,81,3482.0,3382.0,4.987654320987654,6.954881046457256,0.1245446695739742,-1.2345679012345678,-0.02871912693854107,0.7580434146162949,0.7670089458041124,0.7349325115581202,10.160061663637356,15.392500369809568,0.9518999722786248,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.22,1,2734,586,748,0.8234939759036145,0.7851809304997128,0.8038812114084093,81,3482.0,3320.0,5.061728395061729,7.277565730583473,0.1229012537872759,-2.0,-0.04652498564043653,0.7350705075813948,0.7571094987575092,0.7179025824316575,10.12670627127121,15.550200103782117,1.0201000259257853,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.23,1,2712,549,770,0.8316467341306347,0.7788627225732337,0.8043897375055613,81,3482.0,3261.0,5.197530864197531,7.508842523943535,0.12316555275987306,-2.728395061728395,-0.06346927053417577,0.7179643375580955,0.7588372055823565,0.7063093916586363,9.896675286970723,15.430800478439778,1.018200011458248,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.24,1,2692,522,790,0.8375855631611698,0.7731188971855255,0.8040621266427718,81,3482.0,3214.0,5.308641975308642,7.814200432229885,0.12391870269741292,-3.308641975308642,-0.07696726019529006,0.6945591446381303,0.7571485815349712,0.6801511399538899,10.440910255315504,15.54129975521937,0.9986000368371606,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.25,1,2662,497,820,0.8426717315606205,0.7645031591039633,0.8016864929980424,81,3482.0,3159.0,5.592592592592593,8.17629817532677,0.1288448117768578,-3.9876543209876543,-0.09276278001148765,0.6655959903387536,0.7567311519724889,0.6630647925637678,10.496399904851359,15.585899687372148,0.9810999617911875,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.26,1,2638,478,844,0.8465982028241335,0.7576105686387133,0.7996362534101242,81,3482.0,3116.0,5.8765432098765435,8.473633762194497,0.13347112322626198,-4.518518518518518,-0.10511200459506032,0.6408321846371543,0.757188249107945,0.653398209253815,10.381079449113775,15.459299712907523,0.9825999732129276,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.27,1,2615,453,867,0.8523468057366362,0.7510051694428489,0.7984732824427481,81,3482.0,3068.0,6.197530864197531,8.747486411450922,0.13837263971309066,-5.111111111111111,-0.11889718552556003,0.6172417263378753,0.7674431118838548,0.6450246715542165,10.148445600595288,15.363000429235399,0.9410000056959689,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.28,1,2589,428,893,0.8581372224063639,0.7435381964388282,0.7967379596861055,81,3482.0,3017.0,6.728395061728395,9.332671934237203,0.14810375872074322,-5.7407407407407405,-0.13354394026421595,0.5643175829805922,0.7533895089031313,0.6183075740756553,10.667321321834171,15.4889996945858,1.019999966956675,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.29,1,2560,409,922,0.8622431795217245,0.7352096496266514,0.7936753991629204,81,3482.0,2969.0,7.246913580246914,9.746794344808963,0.15959010150656136,-6.333333333333333,-0.14732912119471567,0.5247943020603341,0.7539434620468437,0.6073403210656648,10.546185210485865,15.374900420662016,0.9406000026501715,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.3,1,2522,394,960,0.864883401920439,0.7242963813900057,0.7883713660518913,81,3482.0,2916.0,7.728395061728395,10.233086014625112,0.1675783209968744,-6.987654320987654,-0.16255025847214244,0.47619301755370413,0.7534782656746222,0.5956899496200153,10.392686363248227,15.470500381663442,0.9186000097543001,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.31,1,2492,374,990,0.8695045359385903,0.7156806433084434,0.7851291745431632,81,3482.0,2866.0,8.271604938271604,10.656244908763854,0.18007476171084008,-7.604938271604938,-0.17690982194141297,0.4319763470241653,0.7585502237213975,0.5904026434243752,10.002691303658336,15.339300338644534,0.8532999781891704,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.32,1,2464,353,1018,0.8746893858714945,0.7076392877656519,0.7823464041911414,81,3482.0,2817.0,8.728395061728396,11.072711423657935,0.18774095369605756,-8.209876543209877,-0.1909821941412981,0.3867098393451822,0.7729787676319171,0.5781377703502204,9.92499115605596,15.253800470847636,0.8246000506915152,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.33,1,2441,340,1041,0.8777418194893923,0.7010338885697874,0.7794986428229282,81,3482.0,2781.0,9.148148148148149,11.474609652039003,0.19718351776042406,-8.654320987654321,-0.20132107983917288,0.3413815765397612,0.7645054633236532,0.5719965661100064,9.74454267660441,15.517200329806656,0.9178000036627054,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.34,1,2414,322,1068,0.8823099415204678,0.6932797242963814,0.7764554519137986,81,3482.0,2736.0,9.555555555555555,11.861338795628905,0.20530245101300165,-9.209876543209877,-0.21424468696151636,0.2962385791136538,0.7728403080880173,0.5717769923271161,9.1984260829257,15.279200431425124,0.8280999609269202,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.35,1,2390,306,1092,0.8864985163204748,0.6863871338311315,0.7737131757850438,81,3482.0,2696.0,9.975308641975309,12.249464588954465,0.21427812941016325,-9.703703703703704,-0.2257323377369328,0.24942819327372312,0.7753987440277521,0.5689675152786756,8.825371750612977,15.293399723712355,0.7844000356271863,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.36,1,2358,285,1124,0.8921679909194098,0.6771970132107984,0.7699591836734695,81,3482.0,2643.0,10.580246913580247,12.745853840502674,0.22880494736990808,-10.358024691358025,-0.24095347501435957,0.1873642912036303,0.7805460405752724,0.5705327408907377,8.103765385412977,15.203600437846035,0.7562999962829053,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.37,1,2318,269,1164,0.8960185543100117,0.6657093624353819,0.7638820233975943,81,3482.0,2587.0,11.222222222222221,13.358772029024854,0.24387116344262996,-11.049382716049383,-0.25703618609994255,0.10732964734010764,0.7777204771061548,0.562276614172268,7.76731888212547,15.191300241742283,0.7534999749623239,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.38,1,2281,256,1201,0.8990934174221521,0.6550832854681218,0.7579332114969264,81,3482.0,2537.0,11.765432098765432,13.934148478725225,0.2552106438238522,-11.666666666666666,-0.2713957495692131,0.028777126511094653,0.7748880394608638,0.5500109786891445,7.6773058296839345,15.159300375264138,0.7473999867215753,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.39,1,2263,242,1219,0.9033932135728543,0.6499138426191844,0.755971271087356,81,3482.0,2505.0,12.135802469135802,14.380628259426029,0.26270499155226373,-12.061728395061728,-0.2805858701895462,-0.034460122961318396,0.758130744421443,0.5364004537858179,7.867328640960267,15.208600401412696,0.7397000445052981,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.4,1,2230,224,1252,0.908720456397718,0.6404365307294658,0.7513477088948787,81,3482.0,2454.0,12.74074074074074,14.942688868382556,0.2773905726220786,-12.691358024691358,-0.2952326249282022,-0.11690321675591919,0.7590259973528637,0.5281481391121902,7.592446661868566,15.049200368113816,0.6848999764770269,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.41,1,2200,208,1282,0.9136212624584718,0.6318207926479035,0.7470288624787775,81,3482.0,2408.0,13.308641975308642,15.461621143821295,0.2910403757792847,-13.25925925925926,-0.3084434233199311,-0.19582626834355965,0.759652619723951,0.519282085219025,7.405676287251296,15.007700401358306,0.6487999926321208,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.42,1,2173,201,1309,0.9153327716933446,0.6240666283744974,0.7421448087431695,81,3482.0,2374.0,13.728395061728396,15.790292376436016,0.30227277647576317,-13.679012345679013,-0.31820792647903506,-0.2472065335398952,0.7679687363859118,0.521355837612989,6.896777449772497,15.118900416884571,0.6679000216536224,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.43,1,2152,189,1330,0.9192652712516018,0.6180356117174038,0.7391379014253822,81,3482.0,2341.0,14.135802469135802,16.19365826183925,0.3112297548528773,-14.08641975308642,-0.3276852383687536,-0.3117406406675043,0.7689908395881088,0.5086091220708245,7.037321443819605,15.215600396506488,0.7049000123515725,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.44,1,2125,180,1357,0.9219088937093276,0.6102814474439977,0.7344047001900812,81,3482.0,2305.0,14.555555555555555,16.66259209452845,0.32047632452154245,-14.530864197530864,-0.33802412406662835,-0.3888110384620076,0.7481188189166681,0.5023444075777352,6.862182380423771,15.074900372885168,0.6242000381462276,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.45,1,2092,167,1390,0.9260734838424082,0.6008041355542791,0.728792893224177,81,3482.0,2259.0,15.123456790123457,17.232971555769925,0.33310557954682024,-15.098765432098766,-0.35123492245835725,-0.48551956646376415,0.7475679467577281,0.4842768398453225,7.070963501957865,15.011899675708264,0.5887000006623566,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.46,1,2058,160,1424,0.9278629395852119,0.5910396323951752,0.7221052631578948,81,3482.0,2218.0,15.62962962962963,17.724921424541574,0.34478692288623997,-15.604938271604938,-0.3630097645031591,-0.5715444575917634,0.7433536654083082,0.47510582236480986,6.959031191675706,15.04170033102855,0.6235999753698707,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.47,1,2027,151,1455,0.9306703397612488,0.5821367030442275,0.7162544169611308,81,3482.0,2178.0,16.098765432098766,18.105997914885197,0.3563753924769983,-16.098765432098766,-0.37449741527857555,-0.6398456274320845,0.7614624030794948,0.4788423887187871,6.30457780840967,15.00110035110265,0.5928000318817794,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.48,1,1996,142,1486,0.9335827876520112,0.5732337736932798,0.710320284697509,81,3482.0,2138.0,16.59259259259259,18.60837459151851,0.36901160813722905,-16.59259259259259,-0.38598506605399197,-0.732107786330312,0.7516005134258861,0.4686222964977982,6.250088439440327,15.004300337284803,0.5872000474482775,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.49,1,1958,133,1524,0.9363940698230512,0.5623205054566341,0.7026736048806748,81,3482.0,2091.0,17.17283950617284,19.151443229630967,0.38290930808603324,-17.17283950617284,-0.3994830557151063,-0.8346830513436694,0.7568960489644675,0.46006425582785426,6.037731619844588,15.164499680045992,0.6358999526128173,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.5,1,1918,126,1564,0.9383561643835616,0.5508328546812177,0.6941730003619255,81,3482.0,2044.0,17.753086419753085,19.700222471639727,0.39825080558703413,-17.753086419753085,-0.41298104537622055,-0.9413341547019285,0.7484726142606695,0.45731119704307305,5.57583224562987,14.985900393687189,0.5350999999791384,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.51,1,1885,117,1597,0.9415584415584416,0.5413555427914991,0.687454412837345,81,3482.0,2002.0,18.271604938271604,20.16046736671659,0.4114601185507517,-18.271604938271604,-0.4250430786904078,-1.033102272588653,0.7612006772045504,0.45357386828012736,5.217972724056747,15.07150034699589,0.6054999539628625,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.52,1,1856,106,1626,0.9459734964322121,0.5330269959793222,0.6818515797207935,81,3482.0,1962.0,18.765432098765434,20.66487447426277,0.423676039554613,-18.765432098765434,-0.4365307294658242,-1.1361098234870757,0.7538744495015898,0.44261271454188367,5.195339851421738,15.02190033486113,0.5928999744355679,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.53,1,1825,93,1657,0.9515119916579771,0.5241240666283745,0.675925925925926,81,3482.0,1918.0,19.308641975308642,21.275964529643932,0.43598745892980006,-19.308641975308642,-0.4491671453187823,-1.2643134659721627,0.7379257101391395,0.41960626151237557,5.641123424863069,14.935000333469361,0.5475999787449837,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.54,1,1788,87,1694,0.9536,0.5134979896611143,0.6675378010080268,81,3482.0,1875.0,19.839506172839506,21.776927421039787,0.4492836617783187,-19.839506172839506,-0.46151636990235495,-1.37219967185918,0.7354378368093024,0.4159916805933373,5.265641582395056,14.906600107438862,0.5508000031113625,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.55,1,1745,81,1737,0.9556407447973713,0.5011487650775417,0.6574981160512434,81,3482.0,1826.0,20.444444444444443,22.357919026820824,0.4641946223028397,-20.444444444444443,-0.4755887421022401,-1.500465069470705,0.7305986737934778,0.41045811630091367,4.898578259755782,14.883499782532454,0.5091000348329544,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.56,1,1704,73,1778,0.9589195272931907,0.4893739230327398,0.648031945236737,81,3482.0,1777.0,21.049382716049383,22.92042056796397,0.4792588222960163,-21.049382716049383,-0.4896611143021252,-1.6278658953120995,0.7339001815237443,0.4072094916866925,4.433290740085634,14.903000360820442,0.5590000073425472,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.57,1,1665,64,1817,0.9629843840370156,0.4781734635267088,0.6390328151986184,81,3482.0,1729.0,21.641975308641975,23.54166256964894,0.4929745796634465,-21.641975308641975,-0.503446295232625,-1.7722493809239177,0.7134075722580513,0.394266074630689,4.397105285628893,14.8841003915295,0.4605000140145421,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.58,1,1608,61,1874,0.96345116836429,0.4618035611717404,0.6243447874199184,81,3482.0,1669.0,22.382716049382715,24.284578249184,0.5104946265987437,-22.382716049382715,-0.5206777713957496,-1.9499806348122033,0.7087039337356187,0.3797696305061176,4.2795326737987445,14.870900162495673,0.44410000555217266,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.59,1,1553,53,1929,0.9669987546699875,0.4460080413555428,0.6104559748427673,81,3482.0,1606.0,23.160493827160494,25.045637356978638,0.5292509853019732,-23.160493827160494,-0.5387708213670305,-2.1377779743098673,0.7045605107449233,0.3697172682581699,3.9338823694450884,15.19280015816912,0.5954999942332506,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.6,1,1509,51,1973,0.9673076923076923,0.43337162550258473,0.5985719952399842,81,3482.0,1560.0,23.728395061728396,25.604783503705026,0.5425182957838733,-23.728395061728396,-0.5519816197587594,-2.2794442343584174,0.69874876547046,0.3625186027788283,3.675434878075554,15.163200421258807,0.5727999960072339,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.61,1,1463,46,2019,0.9695162359178264,0.42016082711085584,0.5862552594670407,81,3482.0,1509.0,24.358024691358025,26.24504656379566,0.5574909421292422,-24.358024691358025,-0.5666283744974153,-2.4455037693499393,0.677088170431862,0.35340171633506956,3.437718811373921,14.858199822716415,0.46249997103586793,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.62,1,1426,43,2056,0.9707283866575902,0.40953475014359564,0.5760452433851747,81,3482.0,1469.0,24.85185185185185,26.763942945225928,0.5685755614642467,-24.85185185185185,-0.5781160252728317,-2.583094191053588,0.675262675591771,0.33750015248179377,3.6274625809678307,14.863799712155014,0.4268999909982085,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.63,1,1374,36,2108,0.9744680851063829,0.39460080413555426,0.5617334423548651,81,3482.0,1410.0,25.580246913580247,27.521932892212654,0.5858469287847986,-25.580246913580247,-0.5950603101665709,-2.78892402747112,0.6420163831968768,0.32374553228344544,3.490346377642508,14.840299802832305,0.4537999629974365,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.64,1,1341,31,2141,0.9774052478134111,0.38512349224583575,0.5525339925834364,81,3482.0,1372.0,26.049382716049383,27.960730840516355,0.5975417444845078,-26.049382716049383,-0.6059735784032165,-2.910705136806665,0.6508363901687361,0.3209375800529416,3.141917855008113,14.932500394526869,0.4364000051282346,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.65,1,1288,25,2194,0.9809596344249809,0.36990235496840895,0.5372262773722628,81,3482.0,1313.0,26.77777777777778,28.730119266832496,0.6152260535665306,-26.77777777777778,-0.6229178632969558,-3.1288859985117776,0.6151010564271966,0.3041569586591361,3.1348823450479997,14.994899715762585,0.4526000120677054,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.66,1,1245,20,2237,0.9841897233201581,0.3575531303848363,0.524541815883716,81,3482.0,1265.0,27.37037037037037,29.331018427175497,0.6296232682108399,-27.37037037037037,-0.6367030442274555,-3.303405985825292,0.5929727572291359,0.29565991070666164,2.9075579125852347,14.762500300537795,0.37239998346194625,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.67,1,1204,18,2278,0.9852700490998363,0.3457782883400345,0.511904761904762,81,3482.0,1222.0,27.901234567901234,29.846520983438168,0.6429318026154202,-27.901234567901234,-0.6490522688110282,-3.456002903253351,0.5868737091477569,0.2913660233968065,2.5612778584237006,14.801700346171856,0.41179999243468046,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.68,1,1155,15,2327,0.9871794871794872,0.3317059161401493,0.496560619088564,81,3482.0,1170.0,28.54320987654321,30.47929878328876,0.6583206968710182,-28.54320987654321,-0.6639862148190695,-3.6469497541993485,0.5770340958899834,0.2841627834636545,2.2289529380191997,14.761199782602489,0.3578999894671142,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.69,1,1104,15,2378,0.9865951742627346,0.3170591614014934,0.47989567485329276,81,3482.0,1119.0,29.17283950617284,31.116864547368188,0.6728862409623042,-29.17283950617284,-0.6786329695577255,-3.843392811398319,0.5801222190508268,0.2694261805140466,2.232815301852959,14.782399827614427,0.3429999924264848,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.7,1,1053,12,2429,0.9887323943661972,0.3024124066628375,0.4631625247415879,81,3482.0,1065.0,29.839506172839506,31.71847613607977,0.6905862345517665,-29.839506172839506,-0.6941412981045376,-4.032487008551179,0.6169372617301947,0.2696320309355063,1.557299608426753,14.894800119102001,0.37620001239702106,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.71,1,1009,11,2473,0.9892156862745098,0.28977599080987937,0.4482452243447356,81,3482.0,1020.0,30.395061728395063,32.25439007348218,0.7043599243670707,-30.395061728395063,-0.7070649052268811,-4.203980994669236,0.627007650785727,0.26441029191114573,1.2262143650048183,14.954300350975245,0.41959999362006783,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.72,1,938,9,2544,0.9904963041182682,0.26938541068351524,0.4235719123955746,81,3482.0,947.0,31.296296296296298,33.17573856946714,0.7256719541029182,-31.296296296296298,-0.7280298678920161,-4.5055312770655185,0.6045035922698059,0.2476807519182209,1.0441434792685766,14.653499777428806,0.2856999635696411,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.73,1,877,7,2605,0.9920814479638009,0.25186674325100517,0.40174072377462205,81,3482.0,884.0,32.074074074074076,33.94076175694905,0.7452146375483414,-32.074074074074076,-0.746122917863297,-4.762370847920758,0.6165011853012237,0.23756663454383545,0.7011478829427776,14.73519972898066,0.2779999631457031,1,0
A_full640,ios-nmm@0.5-drop,ios,nmm,0.5,True,0.74,1,815,7,2667,0.9914841849148418,0.2340608845491097,0.37871747211895906,81,3482.0,822.0,32.839506172839506,34.71826644133255,0.7648213329746666,-32.839506172839506,-0.7639287765651924,-5.029400014638252,0.5760771033943514,0.2274532795784183,0.37046519145614076,14.676100321114063,0.25430001551285386,1,0
